Rank by t,Freq,Freq(L),Freq(R),t值,搭配词
13278,1,0,1,0.925668,掩住/v
13279,1,1,0,0.925668,武装/n
13280,1,1,0,0.925668,巧/a
13281,1,0,1,0.925668,统领/v
13282,1,1,0,0.925668,阿招/nr
13283,1,1,0,0.925668,魏/nr
13284,1,1,0,0.925668,干嘛/n
13285,1,1,0,0.925668,工头/n
13286,1,1,0,0.925668,讲故事/n
13287,1,1,0,0.925668,本事/r
13288,1,1,0,0.925668,执行/v
13289,1,0,1,0.925668,召集/v
13290,1,1,0,0.925668,泪珠/n
13291,1,1,0,0.925668,爵爷/n
13292,1,1,0,0.925668,宝/nr
13293,1,1,0,0.925668,阿莫/nrt
13294,1,1,0,0.925668,看客/v
13295,1,1,0,0.925668,饿坏/v
13296,1,1,0,0.925668,深蓝色/n
13297,1,1,0,0.925668,金太太/nr
13298,1,1,0,0.925668,耐性/n
13299,1,0,1,0.925668,家长/n
13300,1,1,0,0.925668,正巧/a
13301,1,1,0,0.925668,牺牲/v
13302,1,1,0,0.925668,敏/ag
13303,1,0,1,0.925668,挺起/v
13304,1,1,0,0.925668,奥古斯丁/nrt
13305,1,1,0,0.925668,密不可分/l
13306,1,1,0,0.925668,发/vn
13307,1,0,1,0.925668,使劲儿/n
13308,1,1,0,0.925668,救生艇/n
13309,1,1,0,0.925668,大拇指/n
13310,1,0,1,0.925668,滑动/vn
13311,1,0,1,0.925668,惯性/n
13312,1,0,1,0.925668,圆盘/n
13313,1,1,0,0.925668,葛罗/nr
13314,1,1,0,0.925668,水珠/n
13315,1,1,0,0.925668,但一/c
13316,1,1,0,0.925668,琳/nrt
13317,1,0,1,0.925668,检察长/n
13318,1,0,1,0.925668,圆/vg
13319,1,1,0,0.925668,奥古斯特/nrt
13320,1,0,1,0.925668,未婚妻/n
13321,1,0,1,0.925668,江海/ns
13322,1,1,0,0.925668,沟渠/n
13323,1,0,1,0.925668,两三步/m
13324,1,1,0,0.925668,时时刻刻/l
13325,1,1,0,0.925668,时高时低/n
13326,1,1,0,0.925668,外婆/n
13327,1,0,1,0.925668,魂不附体/i
13328,1,0,1,0.925668,含笑/v
13329,1,0,1,0.925668,k/x
13330,1,1,0,0.925668,门板/n
13331,1,1,0,0.925668,迷路/n
13332,1,0,1,0.925668,啪啪/o
13333,1,0,1,0.925668,恭恭敬敬/z
13334,1,1,0,0.925668,碎石/n
13335,1,1,0,0.925668,水草/n
13336,1,0,1,0.925668,嘭/o
13337,1,0,1,0.925668,步兵/n
13338,1,0,1,0.925668,爱尔莎/nrt
13339,1,0,1,0.925668,长啸/n
13340,1,0,1,0.925668,鸣/v
13341,1,0,1,0.925668,呼噜/o
13342,1,0,1,0.925668,呼吸声/n
13343,1,0,1,0.925668,小赵/nr
13344,1,1,0,0.925668,漂浮/v
13345,1,0,1,0.925668,心上人/n
13346,1,1,0,0.925668,泰勒/nr
13347,1,1,0,0.925668,挂掉/v
13348,1,1,0,0.925668,正午/t
13349,1,0,1,0.925668,炮声/n
13350,1,1,0,0.925668,阴云/nr
13351,1,1,0,0.925668,兵士/n
13352,1,0,1,0.925668,池里/s
13353,1,1,0,0.925668,高级轿车/l
13354,1,0,1,0.925668,产房/n
13355,1,0,1,0.925668,楼房/n
13356,1,1,0,0.925668,阿弥陀佛/ns
13357,1,0,1,0.925668,着向/v
13358,1,0,1,0.925668,帐幕/n
13359,1,1,0,0.925668,椰子/n
13360,1,1,0,0.925668,将门/n
13361,1,0,1,0.925668,润叶/n
13362,1,1,0,0.925668,晕乎乎/z
13363,1,0,1,0.925668,世/ng
13364,1,0,1,0.925668,吱呀/o
13365,2,1,1,0.923649,一向/d
13366,2,2,0,0.923649,酒/n
13367,2,1,1,0.906129,谢谢/nr
13368,3,0,3,0.902352,永远/d
13369,1,1,0,0.900891,乌拉/nrt
13370,1,1,0,0.900891,特纳/nrt
13371,1,0,1,0.900891,偶/d
13372,1,0,1,0.900891,咯/o
13373,1,1,0,0.900891,大院/n
13374,1,1,0,0.900891,六神无主/i
13375,1,1,0,0.900891,弄清楚/i
13376,1,0,1,0.900891,遗嘱/n
13377,1,1,0,0.900891,拉特/nrt
13378,1,1,0,0.900891,离奇/a
13379,1,0,1,0.900891,奥斯卡/nr
13380,1,1,0,0.900891,下得/v
13381,1,0,1,0.900891,女佣/n
13382,1,1,0,0.900891,做爱/v
13383,1,1,0,0.900891,似/vg
13384,1,0,1,0.900891,渡过/v
13385,1,0,1,0.900891,丑闻/n
13386,1,0,1,0.900891,揭露/v
13387,1,1,0,0.900891,街巷/n
13388,1,0,1,0.900891,精疲力竭/i
13389,1,0,1,0.900891,脱光/v
13390,1,1,0,0.900891,过路人/n
13391,1,1,0,0.900891,讲演会/n
13392,1,1,0,0.900891,两点钟/m
13393,1,0,1,0.900891,棗/n
13394,1,1,0,0.900891,直响/vn
13395,1,0,1,0.900891,勾/v
13396,1,1,0,0.900891,字迹/n
13397,1,1,0,0.900891,掌握/v
13398,1,1,0,0.900891,预约/v
13399,1,1,0,0.900891,金斯/nr
13400,1,0,1,0.900891,粉红/b
13401,1,0,1,0.900891,大雪/n
13402,1,0,1,0.900891,街垒/n
13403,1,0,1,0.900891,刷子/n
13404,1,1,0,0.900891,酒瓶/n
13405,1,1,0,0.900891,盯视/v
13406,1,0,1,0.900891,挡/v
13407,1,0,1,0.900891,掀/v
13408,1,1,0,0.900891,塔鲁/nr
13409,1,1,0,0.900891,孙广才/nr
13410,1,1,0,0.900891,铃子/n
13411,1,0,1,0.900891,一艘/m
13412,1,0,1,0.900891,汽笛声/n
13413,1,0,1,0.900891,掉转/v
13414,1,0,1,0.900891,左舷/n
13415,1,1,0,0.900891,操纵/v
13416,1,0,1,0.900891,奔驰/v
13417,1,1,0,0.900891,百米/m
13418,1,0,1,0.900891,寒流/n
13419,1,1,0,0.900891,打猎/v
13420,1,0,1,0.900891,闭起/v
13421,1,1,0,0.900891,怀念/v
13422,1,1,0,0.900891,赶出去/v
13423,1,1,0,0.900891,有钱/v
13424,1,1,0,0.900891,船舱/n
13425,1,1,0,0.900891,双唇/n
13426,1,0,1,0.900891,上山/ns
13427,1,1,0,0.900891,再也不能/l
13428,1,1,0,0.900891,小道/n
13429,1,0,1,0.900891,栅栏门/n
13430,1,0,1,0.900891,结/v
13431,1,1,0,0.900891,失事/v
13432,1,1,0,0.900891,暂停/d
13433,1,0,1,0.900891,惋惜/a
13434,1,0,1,0.900891,列姆/nrt
13435,1,1,0,0.900891,诊治/v
13436,1,0,1,0.900891,猛然间/n
13437,1,0,1,0.900891,不约而同/i
13438,1,0,1,0.900891,自持/v
13439,1,1,0,0.900891,面纱/n
13440,1,1,0,0.900891,扳机/n
13441,1,0,1,0.900891,友/ng
13442,1,0,1,0.900891,相对/d
13443,1,0,1,0.900891,珍惜/a
13444,1,0,1,0.900891,功能/n
13445,1,0,1,0.900891,笃笃/z
13446,1,0,1,0.900891,赛蒙/nr
13447,1,0,1,0.900891,啜泣/v
13448,1,1,0,0.900891,舞池/n
13449,1,0,1,0.900891,一如/c
13450,1,1,0,0.900891,丫头/n
13451,1,1,0,0.900891,餐桌/n
13452,1,0,1,0.900891,邪恶/a
13453,1,1,0,0.900891,特里/nrt
13454,1,1,0,0.900891,阿格尼/nr
13455,1,1,0,0.900891,活儿/n
13456,1,0,1,0.900891,镰刀/n
13457,1,1,0,0.900891,田里/s
13458,1,0,1,0.900891,城门/n
13459,1,1,0,0.900891,调和/vn
13460,1,0,1,0.900891,山间/n
13461,1,1,0,0.900891,徒然/d
13462,1,1,0,0.900891,不同寻常/i
13463,1,1,0,0.900891,耍/v
13464,1,1,0,0.900891,奈/vg
13465,1,0,1,0.900891,衰弱/a
13466,1,1,0,0.900891,深感/a
13467,1,0,1,0.900891,倍/m
13468,1,0,1,0.900891,攻/v
13469,1,0,1,0.900891,无意识/l
13470,1,0,1,0.900891,兰/nr
13471,1,0,1,0.900891,面色苍白/i
13472,1,1,0,0.900891,奔回/v
13473,1,1,0,0.900891,花瓣/n
13474,1,1,0,0.900891,公子/n
13475,1,1,0,0.900891,找不出/v
13476,1,0,1,0.900891,几小时/m
13477,1,1,0,0.900891,白雪/nr
13478,1,0,1,0.900891,巨人/n
13479,1,1,0,0.900891,淡淡的/z
13480,1,1,0,0.900891,怯生生/z
13481,1,0,1,0.900891,蓬松/a
13482,1,1,0,0.900891,好玩/v
13483,1,0,1,0.900891,清风/n
13484,1,1,0,0.900891,交织/n
13485,1,1,0,0.900891,馒头/n
13486,1,0,1,0.900891,感染/v
13487,1,0,1,0.900891,一项/m
13488,1,0,1,0.900891,柏纳/nr
13489,1,0,1,0.900891,突兀/v
13490,1,1,0,0.900891,耸耸肩/i
13491,1,0,1,0.900891,粉碎/v
13492,1,1,0,0.900891,僧侣/n
13493,1,0,1,0.900891,及时/c
13494,1,1,0,0.900891,小猫/n
13495,1,1,0,0.900891,拉斯/nrt
13496,1,0,1,0.900891,信赖/n
13497,1,1,0,0.900891,柳若晨/nr
13498,1,1,0,0.900891,唐太斯/nr
13499,1,0,1,0.900891,凡生/nr
13500,1,0,1,0.900891,浓厚/a
13501,1,0,1,0.900891,往下/t
13502,1,1,0,0.900891,迪耶戈/nr
13503,1,0,1,0.900891,红旗/nr
13504,1,1,0,0.900891,邻居们/n
13505,1,1,0,0.900891,密集/n
13506,1,1,0,0.900891,失明/v
13507,1,0,1,0.900891,一列/m
13508,1,1,0,0.900891,假牙/n
13509,1,1,0,0.900891,洁西/nz
13510,1,0,1,0.900891,云端/n
13511,1,1,0,0.900891,母牛/n
13512,1,1,0,0.900891,热泪/n
13513,1,1,0,0.900891,招牌/v
13514,1,0,1,0.900891,转入/v
13515,1,0,1,0.900891,北极/ns
13516,1,1,0,0.900891,桌前/s
13517,1,1,0,0.900891,呼啸声/nr
13518,1,0,1,0.900891,基础/n
13519,1,0,1,0.900891,淌/v
13520,1,0,1,0.900891,长满/a
13521,1,1,0,0.900891,露水/v
13522,1,1,0,0.900891,密林/ns
13523,1,1,0,0.900891,教导/n
13524,1,0,1,0.900891,统统/n
13525,1,1,0,0.900891,爱尔兰/nr
13526,1,1,0,0.900891,婴孩/n
13527,1,0,1,0.900891,威尼斯/nrt
13528,1,0,1,0.900891,腐朽/a
13529,1,1,0,0.900891,遍/q
13530,1,0,1,0.900891,平地/n
13531,1,1,0,0.900891,正像/v
13532,1,1,0,0.900891,五十/m
13533,1,0,1,0.900891,爬出/v
13534,1,1,0,0.900891,疑神疑鬼/l
13535,1,1,0,0.900891,玩耍/v
13536,1,0,1,0.900891,窜/zg
13537,1,0,1,0.900891,闪射/v
13538,1,1,0,0.900891,老秦/nr
13539,1,1,0,0.900891,只/m
13540,1,1,0,0.900891,协商/n
13541,1,0,1,0.900891,腰间/n
13542,1,1,0,0.900891,粗糙/a
13543,1,0,1,0.900891,打开门/l
13544,1,1,0,0.900891,金波/nr
13545,1,0,1,0.900891,鼠/n
13546,1,1,0,0.900891,粉红色/n
13547,1,1,0,0.900891,对视/v
13548,1,1,0,0.900891,埋葬/v
13549,1,0,1,0.900891,身着/v
13550,1,1,0,0.900891,锻炼/v
13551,1,1,0,0.900891,地道/n
13552,1,1,0,0.900891,马祖/nr
13553,1,0,1,0.900891,玛蒂尔/nr
13554,1,1,0,0.900891,张宗琪/nr
13555,1,0,1,0.900891,顶住/v
13556,1,1,0,0.900891,日光/n
13557,1,0,1,0.900891,泪流满面/l
13558,1,1,0,0.900891,检阅/v
13559,1,1,0,0.900891,黏/a
13560,1,0,1,0.900891,吉姆/nrt
13561,1,0,1,0.900891,缩回/v
13562,1,1,0,0.900891,认同/v
13563,1,1,0,0.900891,不尽/d
13564,1,1,0,0.900891,书本/n
13565,1,0,1,0.900891,不容/n
13566,1,1,0,0.900891,喷嚏/v
13567,1,1,0,0.900891,咝咝/n
13568,1,0,1,0.900891,占有/v
13569,1,1,0,0.900891,叶秋萍/nr
13570,1,0,1,0.900891,紧贴在/l
13571,1,1,0,0.900891,摆在/v
13572,1,1,0,0.900891,诗句/n
13573,1,0,1,0.900891,波瑞纳/nr
13574,1,1,0,0.900891,右侧/f
13575,1,0,1,0.900891,上尉/n
13576,1,1,0,0.900891,谷地/n
13577,1,0,1,0.900891,扼住/v
13578,1,0,1,0.900891,嘶喊/v
13579,1,1,0,0.900891,眠/vg
13580,1,0,1,0.900891,气势汹汹/i
13581,1,0,1,0.900891,吼叫声/n
13582,1,1,0,0.900891,叽/o
13583,1,1,0,0.900891,较/zg
13584,1,0,1,0.900891,只手/d
13585,1,1,0,0.900891,皮鞋/n
13586,1,1,0,0.900891,铁条/n
13587,1,1,0,0.900891,违背/v
13588,1,0,1,0.900891,内斯/ns
13589,1,0,1,0.900891,杜甫/nr
13590,1,1,0,0.900891,咱家/r
13591,1,1,0,0.900891,火星/n
13592,1,1,0,0.900891,小坂/nr
13593,1,1,0,0.900891,特征/n
13594,1,1,0,0.900891,纸条/n
13595,1,1,0,0.900891,藤蔓/n
13596,1,0,1,0.900891,没头没脑/l
13597,1,0,1,0.900891,麻雀/n
13598,1,1,0,0.900891,遭/v
13599,1,1,0,0.900891,碉/n
13600,1,1,0,0.900891,健壮/a
13601,1,0,1,0.900891,一路上/l
13602,1,1,0,0.900891,折腾/v
13603,1,0,1,0.900891,走下/v
13604,1,1,0,0.900891,放纵/v
13605,1,0,1,0.900891,货物/n
13606,1,1,0,0.900891,三圈/m
13607,1,1,0,0.900891,武士/n
13608,1,1,0,0.900891,煮/v
13609,1,0,1,0.900891,教官/n
13610,1,1,0,0.900891,田/nr
13611,1,1,0,0.900891,十字路口/l
13612,1,1,0,0.900891,萨丽娅/nr
13613,1,1,0,0.900891,踱步/v
13614,1,1,0,0.900891,会儿/n
13615,1,1,0,0.900891,盖亚/nrt
13616,1,1,0,0.900891,肆虐/v
13617,1,1,0,0.900891,跨进/v
13618,1,1,0,0.900891,布/n
13619,1,1,0,0.900891,开灯/v
13620,1,0,1,0.900891,呆然/z
13621,1,1,0,0.900891,两句话/l
13622,1,1,0,0.900891,店里/n
13623,1,1,0,0.900891,一瞥/n
13624,1,1,0,0.900891,扫荡/v
13625,1,1,0,0.900891,莫德/nr
13626,1,1,0,0.900891,曲子/n
13627,1,0,1,0.900891,天醉/nr
13628,1,0,1,0.900891,英/j
13629,1,1,0,0.900891,懒洋洋/z
13630,1,1,0,0.900891,白玫瑰/nr
13631,1,1,0,0.900891,公公/n
13632,1,0,1,0.900891,揉搓/v
13633,1,1,0,0.900891,时钟/n
13634,1,0,1,0.900891,调转/vn
13635,1,1,0,0.900891,翠环/nr
13636,1,1,0,0.900891,局/n
13637,1,1,0,0.900891,宣称/v
13638,1,1,0,0.900891,疾驰/v
13639,1,1,0,0.900891,提着/v
13640,1,1,0,0.900891,问好/v
13641,1,1,0,0.900891,美妙/a
13642,1,0,1,0.900891,一两个/m
13643,1,1,0,0.900891,拍打/v
13644,1,0,1,0.900891,割/v
13645,1,0,1,0.900891,铁棒/n
13646,1,0,1,0.900891,红着脸/l
13647,1,0,1,0.900891,惊雷/v
13648,1,1,0,0.900891,记忆里/n
13649,1,1,0,0.900891,机子/n
13650,1,0,1,0.900891,蹲下/v
13651,1,1,0,0.900891,多长时间/n
13652,1,0,1,0.900891,触电/v
13653,1,0,1,0.900891,复员/n
13654,1,1,0,0.900891,夸夸其谈/i
13655,1,0,1,0.900891,湿润/n
13656,1,1,0,0.900891,长枪/n
13657,1,0,1,0.900891,和平/nz
13658,1,1,0,0.900891,咆哮起来/l
13659,1,0,1,0.900891,喜出望外/i
13660,1,0,1,0.900891,光泽/n
13661,1,0,1,0.900891,光照/n
13662,1,0,1,0.900891,前程/n
13663,1,0,1,0.900891,光顾/v
13664,1,1,0,0.900891,感想/v
13665,1,0,1,0.900891,垮/v
13666,1,0,1,0.900891,寒颤/n
13667,1,1,0,0.900891,精彩/n
13668,1,0,1,0.900891,一套/m
13669,1,0,1,0.900891,魅力/n
13670,1,1,0,0.900891,确切/ad
13671,1,0,1,0.900891,想不出/v
13672,1,1,0,0.900891,磨/v
13673,1,1,0,0.900891,难为情/l
13674,1,0,1,0.900891,泡泡/n
13675,1,1,0,0.900891,逸/vg
13676,1,1,0,0.900891,汗/zg
13677,1,1,0,0.900891,迟早/d
13678,1,0,1,0.900891,歌词/n
13679,1,0,1,0.900891,腋下/s
13680,1,1,0,0.900891,烟筒/n
13681,1,1,0,0.900891,刻意/v
13682,1,1,0,0.900891,寻求/v
13683,1,0,1,0.900891,尔后/c
13684,1,0,1,0.900891,承诺/v
13685,1,1,0,0.900891,方才/n
13686,1,1,0,0.900891,墨西哥/ns
13687,1,0,1,0.900891,出汗/v
13688,1,0,1,0.900891,这么些/r
13689,1,0,1,0.900891,写下/v
13690,1,1,0,0.900891,热腾腾/z
13691,1,1,0,0.900891,上车/n
13692,1,0,1,0.900891,嗵/o
13693,1,0,1,0.900891,店门/n
13694,1,1,0,0.900891,那一/r
13695,1,1,0,0.900891,湖边/s
13696,1,1,0,0.900891,平息/n
13697,1,1,0,0.900891,奎妮/nrt
13698,1,0,1,0.900891,如实/d
13699,1,0,1,0.900891,穿戴/v
13700,1,0,1,0.900891,回信/v
13701,1,0,1,0.900891,小城/n
13702,1,1,0,0.900891,恋人/n
13703,1,0,1,0.900891,负/v
13704,1,1,0,0.900891,温馨/nr
13705,1,1,0,0.900891,丹尼/nr
13706,1,1,0,0.900891,屋/s
13707,1,0,1,0.900891,冷落/v
13708,1,1,0,0.900891,罗拉/nrt
13709,1,1,0,0.900891,亲事/n
13710,1,1,0,0.900891,急事/n
13711,1,1,0,0.900891,骑兵/n
13712,1,0,1,0.900891,慌慌张张/z
13713,1,1,0,0.900891,物体/n
13714,1,1,0,0.900891,希楞柱/ns
13715,1,0,1,0.900891,一堵/m
13716,1,0,1,0.900891,一出/m
13717,1,1,0,0.900891,防备/v
13718,1,1,0,0.900891,巴不得/l
13719,1,0,1,0.900891,顺便/ad
13720,1,1,0,0.900891,黑压压/z
13721,1,1,0,0.900891,十五/m
13722,1,0,1,0.900891,南北/ns
13723,1,1,0,0.900891,真象/n
13724,1,0,1,0.900891,一对对/m
13725,1,1,0,0.900891,讲解/v
13726,1,1,0,0.900891,无依无靠/i
13727,1,0,1,0.900891,挖/v
13728,1,1,0,0.900891,杭忆/nr
13729,1,1,0,0.900891,麦克白/nr
13730,1,1,0,0.900891,前胸/n
13731,1,1,0,0.900891,神灯/n
13732,1,1,0,0.900891,爱德华/nr
13733,1,0,1,0.900891,木门/n
13734,1,1,0,0.900891,政委/n
13735,1,1,0,0.900891,小人儿/nr
13736,1,0,1,0.900891,回廊/n
13737,1,0,1,0.900891,湾/zg
13738,1,0,1,0.900891,奥/j
13739,1,0,1,0.900891,戏台/n
13740,1,1,0,0.900891,尊重/a
13741,1,1,0,0.900891,克雷/nr
13742,1,1,0,0.900891,默尔/nrt
13743,1,1,0,0.900891,头天/t
13744,1,1,0,0.900891,彷佛/v
13745,1,0,1,0.900891,自家/r
13746,1,0,1,0.900891,警察局/n
13747,1,1,0,0.900891,徽章/n
13748,1,1,0,0.900891,降/v
13749,1,0,1,0.900891,裁缝/n
13750,1,1,0,0.900891,宫殿/nr
13751,1,1,0,0.900891,卡马/nz
13752,1,1,0,0.900891,整夜/b
13753,1,1,0,0.900891,向东/nr
13754,1,0,1,0.900891,攻打/v
13755,1,0,1,0.900891,错综复杂/i
13756,1,1,0,0.900891,旅途/n
13757,1,0,1,0.900891,打字机/l
13758,1,0,1,0.900891,挂满/v
13759,1,0,1,0.900891,夹杂着/v
13760,1,0,1,0.900891,打乱/v
13761,1,0,1,0.900891,有效/a
13762,1,1,0,0.900891,卡拉/nrt
13763,1,0,1,0.900891,辩解/v
13764,1,0,1,0.900891,布里/nrt
13765,1,0,1,0.900891,划出/v
13766,1,0,1,0.900891,划过/v
13767,1,1,0,0.900891,亲手/d
13768,1,0,1,0.900891,去向/v
13769,1,0,1,0.900891,刮过/v
13770,1,1,0,0.900891,他杀/vn
13771,1,1,0,0.900891,况且/c
13772,1,1,0,0.900891,预先/vn
13773,1,1,0,0.900891,詹姆斯/nr
13774,1,0,1,0.900891,府上/n
13775,1,0,1,0.900891,圪节/n
13776,1,1,0,0.900891,连衣裙/nr
13777,1,0,1,0.900891,刷/v
13778,1,0,1,0.900891,反/vn
13779,1,0,1,0.900891,里拉/nrt
13780,1,1,0,0.900891,背心/n
13781,1,0,1,0.900891,开得/v
13782,1,0,1,0.900891,动了动/l
13783,1,0,1,0.900891,动摇/v
13784,1,0,1,0.900891,马头/n
13785,1,0,1,0.900891,勾住/v
13786,1,1,0,0.900891,气质/n
13787,1,1,0,0.900891,撕裂/v
13788,1,1,0,0.900891,盲目/n
13789,1,0,1,0.900891,尔德/nrt
13790,1,0,1,0.900891,印/v
13791,1,1,0,0.900891,夏季/t
13792,1,0,1,0.900891,厂/n
13793,1,1,0,0.900891,18/m
13794,1,1,0,0.900891,十四岁/m
13795,1,0,1,0.900891,处处/v
13796,1,0,1,0.900891,京都/ns
13797,1,1,0,0.900891,异教徒/n
13798,1,1,0,0.900891,气恼/a
13799,1,0,1,0.900891,值/n
13800,1,1,0,0.900891,镜片/n
13801,1,1,0,0.900891,多尔/nrt
13802,1,1,0,0.900891,来源/n
13803,1,1,0,0.900891,故弄玄虚/i
13804,1,0,1,0.900891,流星/n
13805,1,0,1,0.900891,半兽人/i
13806,1,0,1,0.900891,狂/zg
13807,1,1,0,0.900891,数目/n
13808,1,0,1,0.900891,安静下来/i
13809,1,1,0,0.900891,梅花/nr
13810,1,1,0,0.900891,女生/n
13811,1,0,1,0.900891,心事重重/i
13812,1,0,1,0.900891,悄然/d
13813,1,0,1,0.900891,心神不定/i
13814,1,0,1,0.900891,忧伤/v
13815,1,0,1,0.900891,重庆/ns
13816,1,0,1,0.900891,浓烈/a
13817,1,1,0,0.900891,请问/v
13818,1,1,0,0.900891,不大/a
13819,1,1,0,0.900891,破口大骂/i
13820,1,1,0,0.900891,谷/ng
13821,1,0,1,0.900891,菊子/n
13822,1,1,0,0.900891,雕花/n
13823,1,0,1,0.900891,送回/v
13824,1,1,0,0.900891,熟/v
13825,1,0,1,0.900891,孩童/n
13826,1,1,0,0.900891,赌注/v
13827,1,1,0,0.900891,优点/n
13828,1,1,0,0.900891,默然/d
13829,1,1,0,0.900891,阴云密布/nr
13830,1,0,1,0.900891,风光/n
13831,1,1,0,0.900891,包袱/n
13832,1,1,0,0.900891,圈/q
13833,1,0,1,0.900891,头痛/n
13834,1,0,1,0.900891,噗通/o
13835,1,1,0,0.900891,天鹅/nz
13836,1,0,1,0.900891,银色/n
13837,1,1,0,0.900891,幼儿园/nr
13838,1,1,0,0.900891,对象/n
13839,1,1,0,0.900891,孙/zg
13840,1,1,0,0.900891,略带/v
13841,1,1,0,0.900891,漂流/a
13842,1,0,1,0.900891,柯察克/nr
13843,1,0,1,0.900891,尼/j
13844,1,0,1,0.900891,小艇/n
13845,1,1,0,0.900891,神经病/n
13846,1,0,1,0.900891,喀嚓/o
13847,1,0,1,0.900891,奥立弗/nr
13848,1,0,1,0.900891,延续/v
13849,1,0,1,0.900891,朗/nr
13850,1,1,0,0.900891,器/n
13851,1,0,1,0.900891,啼鸣/v
13852,1,0,1,0.900891,颤音/n
13853,1,1,0,0.900891,火见子/n
13854,1,1,0,0.900891,矮树丛/n
13855,1,1,0,0.900891,无线电/b
13856,1,0,1,0.900891,大学生/n
13857,1,0,1,0.900891,规模/n
13858,1,0,1,0.900891,跨上/v
13859,1,0,1,0.900891,沈绿爱/nr
13860,1,1,0,0.900891,路程/n
13861,1,1,0,0.900891,治疗/v
13862,1,0,1,0.900891,血色/n
13863,1,1,0,0.900891,哈尔/nrt
13864,1,1,0,0.900891,结合/v
13865,1,1,0,0.900891,束手无策/i
13866,1,0,1,0.900891,列娜/nr
13867,1,1,0,0.900891,顷刻/d
13868,1,1,0,0.900891,东张西望/nr
13869,1,0,1,0.900891,洞穴/n
13870,1,0,1,0.900891,总得/v
13871,1,0,1,0.900891,奶油/n
13872,1,0,1,0.900891,黑板/n
13873,1,1,0,0.900891,黄昏时分/l
13874,1,0,1,0.900891,页/m
13875,1,1,0,0.900891,环顾/v
13876,1,1,0,0.900891,铁丝/n
13877,1,0,1,0.900891,开出/v
13878,1,1,0,0.900891,一瓶/m
13879,1,0,1,0.900891,生理/vn
13880,1,1,0,0.900891,大小/b
13881,1,1,0,0.900891,火辣辣/z
13882,1,0,1,0.900891,做法/v
13883,1,0,1,0.900891,落叶/n
13884,1,0,1,0.900891,搂抱/v
13885,1,1,0,0.900891,后院/n
13886,1,1,0,0.900891,做饭/v
13887,1,0,1,0.900891,阿瑟/nrt
13888,1,1,0,0.900891,金鱼/n
13889,1,0,1,0.900891,再也不会/l
13890,1,1,0,0.900891,平和/a
13891,1,1,0,0.900891,期限/n
13892,1,0,1,0.900891,吸吮/v
13893,1,1,0,0.900891,岸上/s
13894,1,1,0,0.900891,更糟/n
13895,1,0,1,0.900891,那件事/l
13896,1,0,1,0.900891,传闻/n
13897,1,0,1,0.900891,抽打/v
13898,1,0,1,0.900891,捧起/v
13899,1,1,0,0.900891,多疑/d
13900,1,1,0,0.900891,呐/y
13901,1,1,0,0.900891,热切/a
13902,1,0,1,0.900891,特沃思/nr
13903,1,1,0,0.900891,善于/v
13904,1,0,1,0.900891,人用/n
13905,1,1,0,0.900891,看待/v
13906,1,1,0,0.900891,白天黑夜/i
13907,1,0,1,0.900891,警报/n
13908,1,1,0,0.900891,我军/n
13909,1,1,0,0.900891,扣/v
13910,1,0,1,0.900891,发软/a
13911,1,1,0,0.900891,明星/nr
13912,1,0,1,0.900891,疗养/n
13913,1,0,1,0.900891,感/vg
13914,1,1,0,0.900891,鲁莽/nr
13915,1,0,1,0.900891,启发/v
13916,1,0,1,0.900891,损失/n
13917,1,1,0,0.900891,缺/v
13918,1,1,0,0.900891,9/m
13919,1,1,0,0.900891,责怪/v
13920,1,1,0,0.900891,疤/n
13921,1,0,1,0.900891,调子/n
13922,1,1,0,0.900891,体温/n
13923,1,1,0,0.900891,思维/n
13924,1,0,1,0.900891,暗中/d
13925,1,0,1,0.900891,吓到/v
13926,1,1,0,0.900891,没听说过/l
13927,1,0,1,0.900891,变形/n
13928,1,1,0,0.900891,资产阶级/n
13929,1,1,0,0.900891,雅夏/ns
13930,1,0,1,0.900891,无言以对/i
13931,1,0,1,0.900891,可怜相/v
13932,1,0,1,0.900891,匆忙/z
13933,1,1,0,0.900891,和煦/nr
13934,1,1,0,0.900891,警卫/n
13935,1,0,1,0.900891,坦率/n
13936,1,0,1,0.900891,够/zg
13937,1,0,1,0.900891,太小/n
13938,1,1,0,0.900891,乞乞/v
13939,1,1,0,0.900891,做事/v
13940,1,1,0,0.900891,垂死/v
13941,1,1,0,0.900891,椅/ng
13942,1,1,0,0.900891,海中/s
13943,1,0,1,0.900891,无关紧要/l
13944,1,1,0,0.900891,宣告/n
13945,1,1,0,0.900891,几十年/m
13946,1,1,0,0.900891,认不出/v
13947,1,1,0,0.900891,胸腔/n
13948,1,0,1,0.900891,干燥/a
13949,1,0,1,0.900891,腼腆/a
13950,1,1,0,0.900891,卡/nr
13951,1,0,1,0.900891,醒目/v
13952,1,0,1,0.900891,轻柔/a
13953,1,0,1,0.900891,风平浪静/i
13954,1,0,1,0.900891,装做/v
13955,1,0,1,0.900891,个性/n
13956,1,1,0,0.900891,基本/n
13957,1,1,0,0.900891,一派/m
13958,1,1,0,0.900891,荒原/n
13959,1,0,1,0.900891,强风/n
13960,1,0,1,0.900891,呢喃/n
13961,1,0,1,0.900891,情欲/n
13962,1,1,0,0.900891,四分之一/mq
13963,1,1,0,0.900891,小车/n
13964,1,1,0,0.900891,酒精/n
13965,1,0,1,0.900891,狗屎/n
