rank,搭配词,共现频数,全局频率,左侧,右侧,MI值
1,桃红柳绿/i,4,2,2,2,6.3348
2,浪峰/n,4,2,2,2,6.3348
3,四五百年/m,4,2,2,2,6.3348
4,又会有/l,4,2,2,2,6.3348
5,减退/v,4,2,0,4,6.3348
6,候补/b,4,2,2,2,6.3348
7,琐/ag,4,2,2,2,6.3348
8,可想/v,2,1,1,1,6.3348
9,歌厅/n,2,1,1,1,6.3348
10,水妖/n,2,1,1,1,6.3348
11,请柬/n,2,1,1,1,6.3348
12,白雾/n,2,1,1,1,6.3348
13,起跑/v,2,1,1,1,6.3348
14,撤去/v,2,1,1,1,6.3348
15,不为人知/i,2,1,1,1,6.3348
16,语塞/n,6,4,2,4,5.9198
17,酒吧间/n,3,2,1,2,5.9198
18,断层/n,3,2,2,1,5.9198
19,叫骂声/i,3,2,2,1,5.9198
20,当上/t,4,3,2,2,5.7499
21,第十六章/m,4,3,2,2,5.7499
22,发病/v,16,14,2,14,5.5275
23,不辞而别/i,10,10,0,10,5.3348
24,下起/v,8,8,0,8,5.3348
25,亮起/v,8,8,0,8,5.3348
26,雨来/t,7,7,0,7,5.3348
27,停息/v,7,7,0,7,5.3348
28,一站/m,7,7,0,7,5.3348
29,不告而别/i,6,6,1,5,5.3348
30,冷冰冰/nr,6,6,2,4,5.3348
31,志向/n,6,6,4,2,5.3348
32,俯冲/v,5,5,0,5,5.3348
33,中跳/ns,5,5,0,5,5.3348
34,伸直/v,5,5,0,5,5.3348
35,面无人色/i,5,5,1,4,5.3348
36,变脸/v,4,4,0,4,5.3348
37,王氏/nr,4,4,4,0,5.3348
38,死命/n,4,4,1,3,5.3348
39,一反常态/l,4,4,0,4,5.3348
40,友好/a,4,4,2,2,5.3348
41,松手/n,4,4,2,2,5.3348
42,聊着/v,4,4,4,0,5.3348
43,剧痛/n,4,4,0,4,5.3348
44,拦腰/v,4,4,0,4,5.3348
45,不乱/v,4,4,1,3,5.3348
46,出击/v,4,4,0,4,5.3348
47,车灯/n,4,4,0,4,5.3348
48,救星/n,4,4,3,1,5.3348
49,事变/n,4,4,0,4,5.3348
50,奇怪的是/i,4,4,3,1,5.3348
51,自动楼梯/n,4,4,4,0,5.3348
52,发难/v,4,4,1,3,5.3348
53,虚构/n,4,4,1,3,5.3348
54,游动/vn,4,4,4,0,5.3348
55,面具/n,4,4,2,2,5.3348
56,偃旗息鼓/i,4,4,0,4,5.3348
57,停顿下来/i,4,4,0,4,5.3348
58,灰溜溜/z,4,4,1,3,5.3348
59,减速/v,4,4,0,4,5.3348
60,凑近/v,4,4,0,4,5.3348
61,穿衣服/n,4,4,1,3,5.3348
62,双/m,4,4,0,4,5.3348
63,释放/v,4,4,2,2,5.3348
64,吞吞吐吐/i,4,4,0,4,5.3348
65,舌端/n,4,4,4,0,5.3348
66,8/m,3,3,2,1,5.3348
67,略夫/nrt,3,3,0,3,5.3348
68,节骨眼/n,3,3,3,0,5.3348
69,访问/v,3,3,1,2,5.3348
70,啜泣声/n,3,3,1,2,5.3348
71,瘫倒/v,3,3,0,3,5.3348
72,档案/n,3,3,2,1,5.3348
73,僵持/v,3,3,3,0,5.3348
74,慢下来/d,3,3,2,1,5.3348
75,倾泻/v,3,3,1,2,5.3348
76,四散/j,3,3,2,1,5.3348
77,战马/n,3,3,0,3,5.3348
78,心酸/n,3,3,0,3,5.3348
79,一落千丈/i,3,3,0,3,5.3348
80,跺脚/v,3,3,0,3,5.3348
81,高志/n,3,3,3,0,5.3348
82,不合时宜/i,3,3,1,2,5.3348
83,入迷/v,3,3,3,0,5.3348
84,时会/n,3,3,3,0,5.3348
85,增强/v,3,3,3,0,5.3348
86,黄线/n,3,3,2,1,5.3348
87,临到/v,3,3,2,1,5.3348
88,顿消/v,3,3,0,3,5.3348
89,沉下/v,3,3,1,2,5.3348
90,青年人/n,3,3,3,0,5.3348
91,黑烟/n,3,3,1,2,5.3348
92,小蒙蒙/nr,3,3,2,1,5.3348
93,高音喇叭/n,3,3,2,1,5.3348
94,摸出/v,3,3,0,3,5.3348
95,刘絮云/nr,3,3,3,0,5.3348
96,市中心/n,3,3,0,3,5.3348
97,高个儿/d,3,3,3,0,5.3348
98,上跌/v,3,3,1,2,5.3348
99,章秋柳/nr,3,3,1,2,5.3348
100,甲虫/n,3,3,3,0,5.3348
101,低下头来/l,3,3,1,2,5.3348
102,猛一/d,3,3,0,3,5.3348
103,丧气/n,3,3,1,2,5.3348
104,坐牢/v,3,3,3,0,5.3348
105,一半路/m,3,3,2,1,5.3348
106,穿堂/n,3,3,3,0,5.3348
107,守城/n,3,3,2,1,5.3348
108,低落/v,3,3,0,3,5.3348
109,达拉斯/nrt,3,3,2,1,5.3348
110,惶恐不安/i,3,3,2,1,5.3348
111,神清气爽/i,3,3,0,3,5.3348
112,朝右边/ns,3,3,2,1,5.3348
113,一段路/l,3,3,3,0,5.3348
114,山脚下/s,3,3,0,3,5.3348
115,银狐/nz,3,3,3,0,5.3348
116,码子/n,3,3,0,3,5.3348
117,疯来/v,3,3,0,3,5.3348
118,停滞/v,3,3,0,3,5.3348
119,勃发/nz,3,3,0,3,5.3348
120,宏大/a,3,3,0,3,5.3348
121,冒火/v,3,3,0,3,5.3348
122,冒起/v,3,3,0,3,5.3348
123,曼哈顿/ns,3,3,1,2,5.3348
124,凝结/v,3,3,1,2,5.3348
125,依稀/d,3,3,0,3,5.3348
126,怪念头/n,3,3,0,3,5.3348
127,莉/nrt,3,3,2,1,5.3348
128,红光满面/l,3,3,0,3,5.3348
129,刮进/v,3,3,0,3,5.3348
130,三点/m,3,3,2,1,5.3348
131,作罢/v,3,3,3,0,5.3348
132,加快脚步/i,3,3,0,3,5.3348
133,勒马/nrt,3,3,0,3,5.3348
134,化作/n,3,3,0,3,5.3348
135,职务/n,3,3,2,1,5.3348
136,变黑/v,3,3,0,3,5.3348
137,失言/v,3,3,1,2,5.3348
138,发话/v,3,3,0,3,5.3348
139,乌琳/nrt,3,3,3,0,5.3348
140,变冷/vn,3,3,0,3,5.3348
141,变粗/n,3,3,0,3,5.3348
142,何丽娜/nr,2,2,2,0,5.3348
143,顿住/d,2,2,0,2,5.3348
144,叭/o,2,2,0,2,5.3348
145,七八天/m,2,2,2,0,5.3348
146,妈咪/n,2,2,0,2,5.3348
147,农历/n,2,2,0,2,5.3348
148,隔阂/n,2,2,2,0,5.3348
149,不痛不痒/i,2,2,1,1,5.3348
150,死因/n,2,2,0,2,5.3348
151,威慑力/n,2,2,1,1,5.3348
152,小患/n,2,2,2,0,5.3348
153,性情/n,2,2,1,1,5.3348
154,喷涌/v,2,2,0,2,5.3348
155,黯然伤神/i,2,2,2,0,5.3348
156,白牙/ns,2,2,2,0,5.3348
157,一大笔/m,2,2,1,1,5.3348
158,欢娱/v,2,2,2,0,5.3348
159,铠却/n,2,2,2,0,5.3348
160,格雷格/nr,2,2,1,1,5.3348
161,调到/v,2,2,0,2,5.3348
162,迸发/v,2,2,0,2,5.3348
163,强劲/a,2,2,1,1,5.3348
164,树荫/n,2,2,1,1,5.3348
165,冷噤/n,2,2,0,2,5.3348
166,攀爬/v,2,2,2,0,5.3348
167,静场/n,2,2,0,2,5.3348
168,车匪/n,2,2,0,2,5.3348
169,急刹车/l,2,2,0,2,5.3348
170,棒喝/v,2,2,0,2,5.3348
171,寒栗/n,2,2,2,0,5.3348
172,放光/v,2,2,0,2,5.3348
173,示范/v,2,2,0,2,5.3348
174,僵/n,2,2,0,2,5.3348
175,搅拌/v,2,2,2,0,5.3348
176,融化/vn,2,2,1,1,5.3348
177,一劳永逸/nr,2,2,0,2,5.3348
178,而为/c,2,2,0,2,5.3348
179,毛色/n,2,2,1,1,5.3348
180,过度/n,2,2,2,0,5.3348
181,怪病/n,2,2,1,1,5.3348
182,冒失鬼/i,2,2,2,0,5.3348
183,转航/v,2,2,2,0,5.3348
184,恩/n,2,2,1,1,5.3348
185,长鸣/nrt,2,2,1,1,5.3348
186,缓步/d,2,2,2,0,5.3348
187,怎么着/r,2,2,2,0,5.3348
188,教主/n,2,2,2,0,5.3348
189,为过/p,2,2,2,0,5.3348
190,拍桌子/n,2,2,0,2,5.3348
191,召开/v,2,2,1,1,5.3348
192,上场/n,2,2,2,0,5.3348
193,令人窒息/vn,2,2,0,2,5.3348
194,白莲/nr,2,2,1,1,5.3348
195,边厢/n,2,2,0,2,5.3348
196,乔达诺/nr,2,2,2,0,5.3348
197,偏向/n,2,2,0,2,5.3348
198,挣开/v,2,2,0,2,5.3348
199,锋/nr,2,2,2,0,5.3348
200,johnny/eng,2,2,2,0,5.3348
201,幅度/n,2,2,0,2,5.3348
202,拉比/j,2,2,2,0,5.3348
203,于是乎/c,2,2,1,1,5.3348
204,本杰明/nr,2,2,2,0,5.3348
205,怎地/r,2,2,2,0,5.3348
206,昏眩/v,2,2,0,2,5.3348
207,紧缩/v,2,2,0,2,5.3348
208,合作/vn,2,2,2,0,5.3348
209,光辉灿烂/i,2,2,1,1,5.3348
210,加宽/v,2,2,1,1,5.3348
211,下坠/v,2,2,0,2,5.3348
212,下岗/v,2,2,0,2,5.3348
213,胡秉寰/nrfg,2,2,2,0,5.3348
214,倾盆/n,2,2,0,2,5.3348
215,往下走/v,2,2,1,1,5.3348
216,九月初/t,2,2,2,0,5.3348
217,阿光/nr,2,2,1,1,5.3348
218,巴里/ns,2,2,2,0,5.3348
219,开腔/n,2,2,0,2,5.3348
220,高中毕业/nr,2,2,2,0,5.3348
221,肥皂泡/n,2,2,2,0,5.3348
222,变换/v,2,2,1,1,5.3348
223,工兵/n,2,2,1,1,5.3348
224,七十岁/m,2,2,2,0,5.3348
225,不跟人/n,2,2,0,2,5.3348
226,自由主义/n,2,2,1,1,5.3348
227,独立自主/i,2,2,0,2,5.3348
228,埃雷拉/nrt,2,2,0,2,5.3348
229,欠妥/v,2,2,2,0,5.3348
230,家/s,2,2,1,1,5.3348
231,司法官员/n,2,2,2,0,5.3348
232,科朗坦/nr,2,2,0,2,5.3348
233,丢开/v,2,2,1,1,5.3348
234,掩面/n,2,2,0,2,5.3348
235,两盏/m,2,2,0,2,5.3348
236,一软/a,2,2,0,2,5.3348
237,中指/j,2,2,1,1,5.3348
238,了话/v,2,2,0,2,5.3348
239,利奥/nrt,2,2,1,1,5.3348
240,止/v,2,2,1,1,5.3348
241,执政府/n,2,2,1,1,5.3348
242,竹竿/n,2,2,1,1,5.3348
243,临阵脱逃/i,2,2,1,1,5.3348
244,为之一变/i,2,2,0,2,5.3348
245,鼻梁/n,2,2,1,1,5.3348
246,膳食/n,2,2,2,0,5.3348
247,权杖/n,2,2,0,2,5.3348
248,小鼓/n,2,2,1,1,5.3348
249,到极点/l,2,2,1,1,5.3348
250,化为乌有/i,2,2,0,2,5.3348
251,大吼大叫/n,2,2,2,0,5.3348
252,放声大哭/l,2,2,0,2,5.3348
253,极度地/n,2,2,2,0,5.3348
254,填满/v,2,2,1,1,5.3348
255,吼起来/v,2,2,0,2,5.3348
256,命运之神/l,2,2,1,1,5.3348
257,压垮/v,2,2,2,0,5.3348
258,近在眼前/l,2,2,0,2,5.3348
259,内脏/n,2,2,1,1,5.3348
260,大增/v,2,2,0,2,5.3348
261,母狗/n,2,2,2,0,5.3348
262,熔液/n,2,2,2,0,5.3348
263,产品/n,2,2,1,1,5.3348
264,厨师/n,2,2,1,1,5.3348
265,萌发/v,2,2,0,2,5.3348
266,前倾/b,2,2,1,1,5.3348
267,奥斯特罗/nrt,2,2,1,1,5.3348
268,形影/n,2,2,2,0,5.3348
269,信守/n,2,2,1,1,5.3348
270,卢布/nr,2,2,1,1,5.3348
271,一类/m,2,2,2,0,5.3348
272,美室/n,2,2,1,1,5.3348
273,费雯/nr,2,2,1,1,5.3348
274,地变/n,2,2,0,2,5.3348
275,阿仁/nr,2,2,1,1,5.3348
276,痛饮/v,2,2,2,0,5.3348
277,杨元珍/nr,2,2,0,2,5.3348
278,邓指/nr,2,2,1,1,5.3348
279,显而易见/i,2,2,1,1,5.3348
280,优越感/b,2,2,1,1,5.3348
281,令人吃惊/i,2,2,0,2,5.3348
282,何故/d,2,2,2,0,5.3348
283,漾/v,2,2,1,1,5.3348
284,焚毁/v,2,2,0,2,5.3348
285,艾达/nr,2,2,1,1,5.3348
286,羞耻感/n,2,2,2,0,5.3348
287,女低音/n,2,2,1,1,5.3348
288,塔娜/nrt,2,2,1,1,5.3348
289,小兔/n,2,2,2,0,5.3348
290,掌心/v,2,2,0,2,5.3348
291,农舍/n,2,2,1,1,5.3348
292,风源/n,2,2,2,0,5.3348
293,高个子/n,2,2,2,0,5.3348
294,取得胜利/i,2,2,2,0,5.3348
295,感召/v,2,2,1,1,5.3348
296,冲刺/vn,2,2,0,2,5.3348
297,瘫痪/v,2,2,1,1,5.3348
298,天外飞来/l,2,2,0,2,5.3348
299,罗萨莉/nr,2,2,1,1,5.3348
300,想入非非/i,2,2,2,0,5.3348
301,咳嗽声/n,2,2,0,2,5.3348
302,斜刺/n,2,2,0,2,5.3348
303,不备/v,2,2,2,0,5.3348
304,夺去/v,2,2,0,2,5.3348
305,骷髅头/vn,2,2,2,0,5.3348
306,河底/ns,2,2,0,2,5.3348
307,唐木/nr,2,2,2,0,5.3348
308,耸起/v,2,2,2,0,5.3348
309,林默娘/nr,2,2,2,0,5.3348
310,草垛/n,2,2,1,1,5.3348
311,丁字/nr,2,2,2,0,5.3348
312,乌克兰/nr,2,2,1,1,5.3348
313,宁缬/nr,2,2,2,0,5.3348
314,两三声/m,2,2,0,2,5.3348
315,通/n,2,2,0,2,5.3348
316,河身/n,2,2,1,1,5.3348
317,主妇/n,2,2,2,0,5.3348
318,掉出/v,2,2,0,2,5.3348
319,匕首/n,2,2,0,2,5.3348
320,伏兵/nr,2,2,0,2,5.3348
321,左轮手枪/n,2,2,2,0,5.3348
322,黑猫/n,2,2,1,1,5.3348
323,闷闷/a,2,2,0,2,5.3348
324,停笔/v,2,2,1,1,5.3348
325,顺恩/nrt,2,2,2,0,5.3348
326,金星/nz,2,2,1,1,5.3348
327,波希米亚/ns,2,2,0,2,5.3348
328,蛮族/n,2,2,1,1,5.3348
329,斟茶/v,2,2,2,0,5.3348
330,平安无事/i,2,2,2,0,5.3348
331,四溢/v,2,2,2,0,5.3348
332,出马/v,2,2,0,2,5.3348
333,希伯来文/nz,2,2,1,1,5.3348
334,仰卧/v,2,2,0,2,5.3348
335,马屁股/nr,2,2,0,2,5.3348
336,土人/n,2,2,2,0,5.3348
337,休止/v,2,2,0,2,5.3348
338,单位/n,2,2,2,0,5.3348
339,谁料/v,2,2,2,0,5.3348
340,浮起/v,2,2,0,2,5.3348
341,手无寸铁/i,2,2,1,1,5.3348
342,隔墙/n,2,2,1,1,5.3348
343,达到高潮/nr,2,2,2,0,5.3348
344,传呼/v,2,2,0,2,5.3348
345,买票/n,2,2,2,0,5.3348
346,铃/ng,2,2,0,2,5.3348
347,玉米地/nr,2,2,2,0,5.3348
348,乔琪/nr,2,2,1,1,5.3348
349,亚娜/nrt,2,2,1,1,5.3348
350,巴基斯坦/ns,2,2,1,1,5.3348
351,呼喊声/i,2,2,0,2,5.3348
352,警车/n,2,2,1,1,5.3348
353,闷声/n,2,2,0,2,5.3348
354,蹄声/n,2,2,0,2,5.3348
355,伸懒腰/v,2,2,1,1,5.3348
356,拇指/n,2,2,0,2,5.3348
357,水上/s,2,2,2,0,5.3348
358,撑开/v,2,2,0,2,5.3348
359,紧抱/v,2,2,0,2,5.3348
360,加进来/nr,2,2,1,1,5.3348
361,低下去/v,2,2,0,2,5.3348
362,约瑟/nrt,2,2,1,1,5.3348
363,场长/n,2,2,2,0,5.3348
364,体魄/n,2,2,0,2,5.3348
365,率/v,2,2,0,2,5.3348
366,米嘉/nr,2,2,0,2,5.3348
367,侵袭到/nz,2,2,0,2,5.3348
368,俗念/n,2,2,0,2,5.3348
369,一剂/n,2,2,0,2,5.3348
370,迭哥/nrt,2,2,2,0,5.3348
371,禁闭室/n,2,2,1,1,5.3348
372,活泼泼/z,2,2,2,0,5.3348
373,意外事故/n,2,2,2,0,5.3348
374,倒坍/v,2,2,1,1,5.3348
375,发情/n,2,2,1,1,5.3348
376,倾注/v,2,2,0,2,5.3348
377,费雅/nr,2,2,1,1,5.3348
378,谜样/n,2,2,2,0,5.3348
379,执事/v,2,2,2,0,5.3348
380,女妖/n,2,2,2,0,5.3348
381,卡迪拉克/nrt,2,2,2,0,5.3348
382,秀蓉/n,2,2,0,2,5.3348
383,多嘴/ns,2,2,1,1,5.3348
384,半途/n,2,2,2,0,5.3348
385,前时/t,2,2,2,0,5.3348
386,俄顷/d,2,2,1,1,5.3348
387,三四天/m,2,2,2,0,5.3348
388,谦恭/a,2,2,0,2,5.3348
389,罗晓维/nr,2,2,2,0,5.3348
390,屋舍/n,2,2,1,1,5.3348
391,石墙/n,2,2,1,1,5.3348
392,木桥/nr,2,2,2,0,5.3348
393,本尼/nrt,2,2,2,0,5.3348
394,吹灭/v,2,2,1,1,5.3348
395,停手/v,2,2,0,2,5.3348
396,停摆/v,2,2,0,2,5.3348
397,异口同声/i,2,2,2,0,5.3348
398,恶龙/n,2,2,2,0,5.3348
399,几百万/m,2,2,1,1,5.3348
400,霍乱/d,2,2,1,1,5.3348
401,浪平/n,2,2,2,0,5.3348
402,海静/nr,2,2,2,0,5.3348
403,野性/b,2,2,2,0,5.3348
404,诵经/v,2,2,1,1,5.3348
405,谭/zg,2,2,2,0,5.3348
406,时针/n,2,2,2,0,5.3348
407,分针/n,2,2,2,0,5.3348
408,公猿/n,2,2,2,0,5.3348
409,损坏/v,2,2,1,1,5.3348
410,搓手/v,2,2,1,1,5.3348
411,一停/d,2,2,1,1,5.3348
412,镜面/n,2,2,1,1,5.3348
413,发起烧来/l,2,2,0,2,5.3348
414,母猫/n,2,2,0,2,5.3348
415,犯病/n,2,2,1,1,5.3348
416,今夜/t,2,2,2,0,5.3348
417,发僵/l,2,2,0,2,5.3348
418,金军/nr,2,2,2,0,5.3348
419,闸门/n,2,2,1,1,5.3348
420,兴冲冲/z,2,2,0,2,5.3348
421,桑德拉/nr,2,2,2,0,5.3348
422,几栋/m,2,2,0,2,5.3348
423,日语/nz,2,2,1,1,5.3348
424,五年级/b,2,2,2,0,5.3348
425,简短/v,2,2,0,2,5.3348
426,出冷汗/l,2,2,0,2,5.3348
427,嫩绿/b,2,2,0,2,5.3348
428,无中生有/b,2,2,2,0,5.3348
429,爱国者/n,2,2,1,1,5.3348
430,极其重要/i,2,2,0,2,5.3348
431,神户/n,2,2,2,0,5.3348
432,谷/nr,2,2,2,0,5.3348
433,轨车/n,2,2,2,0,5.3348
434,新教徒/n,2,2,0,2,5.3348
435,循规蹈矩/i,2,2,0,2,5.3348
436,大婶/n,2,2,1,1,5.3348
437,李琳/nr,2,2,2,0,5.3348
438,冷若冰霜/nr,2,2,0,2,5.3348
439,凌空/nr,2,2,0,2,5.3348
440,减压/v,2,2,0,2,5.3348
441,茫茫然/z,2,2,0,2,5.3348
442,调/vn,2,2,0,2,5.3348
443,集中兵力/n,2,2,2,0,5.3348
444,九点钟/m,2,2,2,0,5.3348
445,出手/v,2,2,0,2,5.3348
446,白礼文/nr,2,2,1,1,5.3348
447,吉它/n,2,2,2,0,5.3348
448,吊床/n,2,2,2,0,5.3348
449,穆/nr,2,2,2,0,5.3348
450,拉佐夫/nr,2,2,2,0,5.3348
451,将校/n,2,2,2,0,5.3348
452,除夕之夜/i,2,2,2,0,5.3348
453,名单/n,2,2,2,0,5.3348
454,多雾/n,2,2,2,0,5.3348
455,大晴天/nr,2,2,0,2,5.3348
456,每件/d,2,2,1,1,5.3348
457,风采/n,2,2,2,0,5.3348
458,大立柜/nr,2,2,1,1,5.3348
459,包抄/v,2,2,1,1,5.3348
460,锡纸/nz,2,2,2,0,5.3348
461,表妹/n,2,2,2,0,5.3348
462,莱斯/nrt,2,2,2,0,5.3348
463,图茨/nrt,2,2,2,0,5.3348
464,急如星火/i,2,2,2,0,5.3348
465,海军军官/nr,2,2,0,2,5.3348
466,随机/d,2,2,2,0,5.3348
467,夜路/n,2,2,0,2,5.3348
468,马猴/nr,2,2,2,0,5.3348
469,莫尔索/nr,2,2,2,0,5.3348
470,贝格/nrt,2,2,1,1,5.3348
471,残余/a,2,2,1,1,5.3348
472,眼白/n,2,2,2,0,5.3348
473,展现/v,2,2,1,1,5.3348
474,第三辆/m,2,2,2,0,5.3348
475,阻塞/v,2,2,0,2,5.3348
476,酋长/n,2,2,0,2,5.3348
477,空虚感/nr,2,2,1,1,5.3348
478,罗维奇/nr,2,2,2,0,5.3348
479,撤向/v,2,2,1,1,5.3348
480,乍/ns,2,2,2,0,5.3348
481,岬/n,2,2,2,0,5.3348
482,台风/ns,2,2,0,2,5.3348
483,四旧/j,2,2,2,0,5.3348
484,劳改队/l,2,2,0,2,5.3348
485,很暗/a,2,2,0,2,5.3348
486,臂弯/n,2,2,1,1,5.3348
487,老顽固/nr,2,2,2,0,5.3348
488,到访/v,2,2,0,2,5.3348
489,剧场/n,2,2,0,2,5.3348
490,后仰/n,2,2,0,2,5.3348
491,加大/v,2,2,0,2,5.3348
492,加快速度/n,2,2,0,2,5.3348
493,种马/n,2,2,1,1,5.3348
494,卡住/nr,2,2,0,2,5.3348
495,卡门/ns,2,2,0,2,5.3348
496,厉声厉色/i,2,2,0,2,5.3348
497,佑/zg,2,2,2,0,5.3348
498,萨比/nrt,2,2,2,0,5.3348
499,欢悦/a,2,2,1,1,5.3348
500,克拉拉/nrt,2,2,1,1,5.3348
501,入席/v,2,2,1,1,5.3348
502,排山倒海/i,2,2,1,1,5.3348
503,意料之外/l,2,2,0,2,5.3348
504,健谈/v,2,2,0,2,5.3348
505,坏掉/v,2,2,2,0,5.3348
506,电波/n,2,2,0,2,5.3348
507,怏怏不乐/i,2,2,1,1,5.3348
508,问话/n,2,2,2,0,5.3348
509,沉醉/v,2,2,1,1,5.3348
510,心神不宁/i,2,2,1,1,5.3348
511,一百米/m,2,2,2,0,5.3348
512,苍凉/a,2,2,1,1,5.3348
513,三五万/m,2,2,2,0,5.3348
514,丑八怪/i,2,2,1,1,5.3348
515,别以为/nr,2,2,0,2,5.3348
516,巨大力量/n,2,2,2,0,5.3348
517,不露/v,2,2,2,0,5.3348
518,无神/n,2,2,2,0,5.3348
519,女司机/n,2,2,1,1,5.3348
520,律子/n,2,2,1,1,5.3348
521,窸/zg,2,2,0,2,5.3348
522,窣窣/z,2,2,0,2,5.3348
523,装水/n,2,2,2,0,5.3348
524,玻璃器皿/n,2,2,2,0,5.3348
525,庄户人/n,2,2,2,0,5.3348
526,发狠/v,2,2,0,2,5.3348
527,信箱/n,2,2,0,2,5.3348
528,繁茂/a,2,2,0,2,5.3348
529,特雷弗/nrt,2,2,2,0,5.3348
530,灰心丧气/i,2,2,1,1,5.3348
531,急诊室/n,2,2,2,0,5.3348
532,湖岸/s,2,2,2,0,5.3348
533,少将/n,2,2,2,0,5.3348
534,快爬/v,2,2,2,0,5.3348
535,围起来/v,2,2,1,1,5.3348
536,百万富翁/ns,2,2,0,2,5.3348
537,弗兰茨/nrt,2,2,2,0,5.3348
538,布拉西/ns,2,2,0,2,5.3348
539,母猪/n,2,2,1,1,5.3348
540,便秘/a,2,2,2,0,5.3348
541,老化/n,2,2,2,0,5.3348
542,立场/n,2,2,2,0,5.3348
543,喜好/v,2,2,1,1,5.3348
544,肥/n,2,2,1,1,5.3348
545,发迹/n,2,2,0,2,5.3348
546,李金龙/nr,2,2,1,1,5.3348
547,粗声/n,2,2,0,2,5.3348
548,企望/n,2,2,1,1,5.3348
549,马士英/nr,2,2,1,1,5.3348
550,变天/n,2,2,0,2,5.3348
551,变强/v,2,2,0,2,5.3348
552,广大群众/nr,2,2,1,1,5.3348
553,单眼皮/n,2,2,2,0,5.3348
554,石子路/nr,2,2,2,0,5.3348
555,垂头丧气/i,2,2,1,1,5.3348
556,焦距/n,2,2,1,1,5.3348
557,痤/n,2,2,2,0,5.3348
558,年青/n,2,2,1,1,5.3348
559,插言/n,2,2,2,0,5.3348
560,马灯/n,2,2,2,0,5.3348
561,突突/vn,2,2,2,0,5.3348
562,酣/ag,2,2,0,2,5.3348
563,份量/n,2,2,2,0,5.3348
564,玉怜香/nr,2,2,0,2,5.3348
565,引发出/i,2,2,0,2,5.3348
566,全景/n,2,2,2,0,5.3348
567,变心/v,2,2,0,2,5.3348
568,安奈/nr,2,2,1,1,5.3348
569,变紧/v,2,2,0,2,5.3348
570,小枝/n,2,2,1,1,5.3348
571,上书/v,2,2,0,2,5.3348
572,罗马教皇/nr,2,2,0,2,5.3348
573,向右转/nr,2,2,0,2,5.3348
574,上膛/n,2,2,2,0,5.3348
575,一吐作/i,2,2,0,2,5.3348
576,嘟嘟声/z,2,2,0,2,5.3348
577,污垢/n,2,2,2,0,5.3348
578,莱茵河/ns,2,2,0,2,5.3348
579,此起彼伏/i,2,2,2,0,5.3348
580,门铃/n,2,2,0,2,5.3348
581,受损害/l,2,2,0,2,5.3348
582,明生在/t,2,2,0,2,5.3348
583,沙啦/o,2,2,0,2,5.3348
584,刷拉/v,2,2,0,2,5.3348
585,司的克/nr,1,1,0,1,5.3348
586,恍愧/a,1,1,1,0,5.3348
587,绿头/n,1,1,0,1,5.3348
588,五辆/m,1,1,0,1,5.3348
589,鼓筒/n,1,1,1,0,5.3348
590,浮想联翩/l,1,1,1,0,5.3348
591,拫/yg,1,1,0,1,5.3348
592,窝火/n,1,1,1,0,5.3348
593,tiger/eng,1,1,0,1,5.3348
594,圆凸/n,1,1,1,0,5.3348
595,等得/v,1,1,1,0,5.3348
596,文物/n,1,1,1,0,5.3348
597,吕擎/nr,1,1,1,0,5.3348
598,六十岁/m,1,1,1,0,5.3348
599,稳定下来/l,1,1,1,0,5.3348
600,蔡鸿君/nr,1,1,1,0,5.3348
601,一阵发/m,1,1,0,1,5.3348
602,咣啷/o,1,1,0,1,5.3348
603,银纸/n,1,1,1,0,5.3348
604,矮胖/a,1,1,1,0,5.3348
605,哇里/o,1,1,0,1,5.3348
606,哇啦/o,1,1,0,1,5.3348
607,自我解嘲/l,1,1,0,1,5.3348
608,同来/f,1,1,1,0,5.3348
609,一个五十多岁/m,1,1,1,0,5.3348
610,封面/n,1,1,1,0,5.3348
611,逗我/v,1,1,1,0,5.3348
612,孔子/nr,1,1,1,0,5.3348
613,圆脸/n,1,1,1,0,5.3348
614,怡然自得/i,1,1,1,0,5.3348
615,天眼/n,1,1,0,1,5.3348
616,箱里/s,1,1,1,0,5.3348
617,明朗化/nr,1,1,0,1,5.3348
618,钻子/n,1,1,1,0,5.3348
619,氨/n,1,1,0,1,5.3348
620,改容/v,1,1,1,0,5.3348
621,团支书/n,1,1,1,0,5.3348
622,鸣放/v,1,1,1,0,5.3348
623,反右/v,1,1,0,1,5.3348
624,〖/x,1,1,0,1,5.3348
625,bfq/eng,1,1,0,1,5.3348
626,太巨/nr,1,1,0,1,5.3348
627,教区/n,1,1,0,1,5.3348
628,砍头/v,1,1,1,0,5.3348
629,太沉重/l,1,1,0,1,5.3348
630,手法/n,1,1,1,0,5.3348
631,机巧/n,1,1,1,0,5.3348
632,影象/n,1,1,0,1,5.3348
633,山边/s,1,1,1,0,5.3348
634,衰竭/v,1,1,0,1,5.3348
635,一俟/nrt,1,1,0,1,5.3348
636,连马策/nr,1,1,1,0,5.3348
637,哥弟/n,1,1,1,0,5.3348
638,李能/nr,1,1,1,0,5.3348
639,太迟/nr,1,1,1,0,5.3348
640,二十八/m,1,1,0,1,5.3348
641,锉子/n,1,1,0,1,5.3348
642,汉族/nz,1,1,1,0,5.3348
643,夏竹筠/nr,1,1,1,0,5.3348
644,似真/d,1,1,0,1,5.3348
645,非真/d,1,1,0,1,5.3348
