rank_mi,rank_t,freq,Freq(L),mi,t,collocate
6393,1184,7,6,4.3701,2.517812,汉子/n
9730,1237,7,6,3.9296,2.472119,太明/nr
11560,907,10,6,3.5628,2.894673,四周/m
12997,1345,7,6,3.2706,2.371595,哩/y
11773,834,11,6,3.5442,3.032314,神情/n
11559,906,10,6,3.5628,2.894673,随即/d
13006,1042,9,6,3.2547,2.685682,看不见/v
12964,1037,9,6,3.2921,2.693742,地面/n
6354,1033,8,6,4.4633,2.700202,雪梅/nr
6360,845,10,6,4.4441,3.017007,象是/v
9733,1240,7,6,3.9296,2.472119,老头子/n
9744,1082,8,6,3.9107,2.640364,前进/v
11294,632,14,6,3.7181,3.457333,楼梯/n
5558,904,9,6,4.8396,2.895227,上楼/ns
12001,707,13,6,3.4267,3.270259,一家/m
8988,1203,7,6,4.1775,2.499535,江霞/nr
8978,773,11,6,4.1857,3.134374,隔壁/s
11319,597,15,6,3.6921,3.573329,敲/v
9172,1217,7,6,4.09,2.490396,溜/v
8984,606,14,6,4.1775,3.534876,楼下/s
13938,760,13,6,3.0045,3.156259,直/d
5576,1357,6,6,4.7852,2.360653,周伯涛/nr
13217,879,11,6,3.1857,2.952123,似/d
13085,1050,9,6,3.2181,2.677623,神气/n
11286,978,9,6,3.7327,2.774336,卧室/n
9208,1071,8,6,4.0482,2.657461,马吕斯/nr
12006,1317,7,6,3.4226,2.399011,只管/c
12021,855,11,6,3.4033,3.003154,房/n
11963,1006,9,6,3.4526,2.725979,旁/f
11982,848,11,6,3.4373,3.010444,底下/f
11934,1128,8,6,3.4633,2.571978,面孔/n
11926,843,11,6,3.472,3.017734,一支/m
11929,612,15,6,3.4697,3.523386,感情/n
12030,515,18,6,3.3903,3.83802,嘴/n
12043,1138,8,6,3.3701,2.554881,抽/v
9146,302,29,6,4.1196,5.075369,兴奋/v
6093,1012,8,6,4.6697,2.717299,时分/n
9868,625,14,6,3.8199,3.476719,变化/vn
9904,1261,7,6,3.7852,2.453842,索/nr
11270,301,30,6,3.7692,5.075521,脚/n
6339,640,13,6,4.4856,3.444611,脚下/f
6323,1377,6,6,4.4957,2.340912,末了/t
6336,108,80,6,4.4924,8.546899,大声/m
6383,927,9,6,4.3701,2.85493,金鱼/n
9183,1228,7,6,4.09,2.490396,沉吟/v
9001,361,24,6,4.1478,4.622599,想要/v
9004,939,9,6,4.1478,2.830752,木兰/nr
6068,1155,7,6,4.7181,2.545227,医师/n
6243,102,85,6,4.5897,8.836659,变成/v
6106,921,9,6,4.6332,2.879109,两句/m
6100,252,33,6,4.6597,5.517282,一下子/m
13080,313,31,6,3.2263,4.972835,问/n
6300,923,9,6,4.5401,2.871049,罗/j
6095,1014,8,6,4.6697,2.717299,主任/b
11500,1111,8,5,3.6153,2.597623,洞/n
9719,292,30,5,3.9372,5.119665,得到/v
11782,1292,7,5,3.5336,2.417288,迟疑/d
11799,755,12,5,3.5288,3.163976,半/m
12969,789,12,5,3.2827,3.108138,阳光/nr
9830,672,13,5,3.8611,3.357435,全身/n
8872,1197,7,5,4.2706,2.508673,刘荃/nr
13339,1211,8,5,3.0847,2.495043,方/n
13340,1212,8,5,3.0847,2.495043,黄宗羲/nr
13312,512,19,5,3.1103,3.854133,一张/m
13291,1199,8,5,3.1222,2.503591,任何/r
5410,1349,6,5,4.9551,2.370524,那一刻/r
13337,1392,7,5,3.09,2.335041,办/v
44,1122,7,5,5.3701,2.581782,白光/nr
13282,1372,7,5,3.1331,2.34418,读/v
11354,688,13,5,3.6783,3.323905,耳边/s
11359,743,12,5,3.6697,3.191894,来看/u
11362,1103,8,5,3.6697,2.606171,情绪/n
12920,1328,7,5,3.3195,2.380734,病人/n
12905,1028,9,5,3.3306,2.701801,舅舅/n
9739,793,11,5,3.9227,3.097924,安静/nr
13284,1374,7,5,3.1331,2.34418,老/n
9742,727,12,5,3.9107,3.233772,惊讶/a
9595,1077,8,5,3.9778,2.648912,伊凡/nr
12046,1323,7,5,3.3701,2.389872,无聊/a
9195,571,15,5,4.0676,3.641999,嚷/v
8926,403,21,5,4.2079,4.334597,厨房/n
9889,892,10,5,3.7852,2.932902,一幅/d
9196,239,36,5,4.0643,5.641355,似地/d
9190,946,9,5,4.0806,2.822693,四面/mq
6321,150,58,5,4.5002,7.279248,亮/v
6328,1382,6,5,4.4957,2.340912,肌肉/n
8854,167,52,5,4.2892,6.842281,停/v
8859,1047,8,5,4.2827,2.683106,谢元嵩/nr
6324,1378,6,5,4.4957,2.340912,李玉亭/nr
11554,531,17,5,3.575,3.777124,意外/a
6391,1182,7,5,4.3701,2.517812,刘/zg
9902,1259,7,5,3.7852,2.453842,议论/n
11564,1116,8,5,3.5628,2.589074,内/f
11565,1117,8,5,3.5628,2.589074,副/b
9818,156,59,5,3.8777,7.15862,喊/v
9835,1245,7,5,3.8556,2.462981,半夜/m
9834,1244,7,5,3.8556,2.462981,胡同/nr
11921,1312,7,5,3.4771,2.408149,鱼/n
12994,1342,7,5,3.2706,2.371595,则/d
11919,1310,7,5,3.4771,2.408149,或是/c
9726,617,14,5,3.9296,3.496104,帽子/n
9717,271,32,5,3.9439,5.289277,掉/v
8833,234,36,5,4.3502,5.705831,念头/n
6408,1405,6,5,4.3701,2.331041,克定/nr
8837,650,13,5,4.3157,3.424493,恐惧/an
6398,1395,6,5,4.3701,2.331041,香气/n
6397,1394,6,5,4.3701,2.331041,官家/n
12942,624,15,5,3.2998,3.479686,微微/d
9544,788,11,5,4.0222,3.112504,音乐/n
9553,1229,7,5,4.0076,2.481258,热闹/a
12028,616,15,5,3.3944,3.504658,诗/n
9207,1070,8,5,4.0482,2.657461,唐吉诃德/nr
9204,1067,8,5,4.0482,2.657461,姚佩佩/nr
8929,704,12,5,4.2002,3.27565,说不出/v
12045,1322,7,5,3.3701,2.389872,年轻人/n
6073,204,42,5,4.6964,6.230778,改变/v
11917,1308,7,5,3.4771,2.408149,一日/m
6092,629,13,5,4.6783,3.464728,一首/m
11539,343,27,5,3.5859,4.763413,回头/v
11530,648,14,5,3.5925,3.431485,一群/m
6103,326,26,5,4.6443,4.895124,停下来/v
11937,1131,8,5,3.4633,2.571978,一处/m
6063,1150,7,5,4.7181,2.545227,室内/s
8991,1206,7,5,4.1775,2.499535,英/ns
11511,900,10,5,3.6046,2.902319,般的/u
13063,1167,8,5,3.2409,2.529236,令人/nrt
13062,1166,8,5,3.2409,2.529236,一团/m
9145,1064,8,5,4.1222,2.666009,喝酒/v
8981,776,11,5,4.1857,3.134374,颤动/v
8993,1208,7,5,4.1775,2.499535,心跳/v
8996,865,10,5,4.1685,2.986423,笑了笑/l
11292,1099,8,5,3.7263,2.614719,怀里/s
5573,1354,6,5,4.7852,2.360653,桂英/nr
11394,305,30,5,3.6623,5.044621,抬头/v
11364,1105,8,5,3.6697,2.606171,次/q
11363,1104,8,5,3.6697,2.606171,光明/n
11285,498,18,5,3.7327,3.923504,低/a
11411,987,9,5,3.6332,2.758217,远远/d
13925,981,10,5,3.0196,2.772339,地/n
5335,1335,6,5,5.1478,2.380395,天吾/nz
5341,808,10,4,5.1071,3.070527,扩大/v
13940,837,12,4,3.0009,3.031362,对于/p
5556,1143,7,4,4.8556,2.554366,暗/v
6401,1398,6,4,4.3701,2.331041,眉/n
6353,1032,8,4,4.4633,2.700202,敲门/v
12919,1327,7,4,3.3195,2.380734,窗子/n
12913,1147,8,4,3.3257,2.546333,一惊/a
12912,1146,8,4,3.3257,2.546333,沉重/a
6388,1179,7,4,4.3701,2.517812,一线/m
6405,1402,6,4,4.3701,2.331041,曼璐/nr
11299,1270,7,4,3.7181,2.444704,东/ns
9746,1084,8,4,3.9107,2.640364,吸/v
11785,1295,7,4,3.5336,2.417288,关/v
9741,726,12,4,3.9107,3.233772,异常/d
11806,916,10,4,3.5221,2.887027,想法/v
9593,1075,8,4,3.9778,2.648912,摇晃/z
9897,1254,7,4,3.7852,2.453842,移动/vn
11289,1096,8,4,3.7263,2.614719,没想到/l
11775,506,18,4,3.5401,3.877912,一道/m
11779,651,14,4,3.5336,3.418561,鼻子/n
11395,819,11,4,3.6597,3.054184,报纸/n
11281,811,11,4,3.7421,3.068764,身旁/s
11356,525,17,4,3.6762,3.80058,手指/n
11566,1118,8,4,3.5628,2.589074,队伍/n
11556,364,25,4,3.5711,4.579298,往/zg
9839,1249,7,4,3.8556,2.462981,打量/v
9560,719,12,4,4.0009,3.247732,挣扎/v
11791,1301,7,4,3.5336,2.417288,警察/v
9841,1251,7,4,3.8556,2.462981,事实/n
13078,795,12,4,3.2272,3.094179,一口/m
11780,652,14,4,3.5336,3.418561,双手/n
6067,1154,7,4,4.7181,2.545227,电光/n
11781,1291,7,4,3.5336,2.417288,闭/v
9567,871,10,4,3.9916,2.963486,弯/v
11567,1119,8,4,3.5628,2.589074,浑身/n
9898,1255,7,4,3.7852,2.453842,歪/v
9900,1257,7,4,3.7852,2.453842,罢了/y
9796,885,10,4,3.8847,2.948194,某个/r
9785,669,13,4,3.9007,3.364141,笑容/n
9790,620,14,4,3.8921,3.489642,叫声/v
11274,496,18,4,3.7587,3.929202,站住/v
9745,1083,8,4,3.9107,2.640364,退/v
9740,467,19,4,3.9176,4.070461,伸手/v
5574,1355,6,4,4.7852,2.360653,搬到/v
5548,31,286,4,4.8826,16.338228,发现/v
11545,829,11,4,3.5816,3.039604,恨/v
13248,1066,9,4,3.1478,2.661504,咬/v
40,717,11,4,5.6597,3.251015,紧跟着/l
5399,1133,7,4,5.0076,2.563504,出奇/a
13242,887,11,4,3.1572,2.944833,李/nr
5408,1347,6,4,4.9551,2.370524,疲劳/a
5411,1350,6,4,4.9551,2.370524,老婆子/nr
11410,748,12,4,3.6332,3.184915,飞/n
5570,1010,8,4,4.7852,2.725847,门铃/n
6347,1174,7,4,4.4771,2.52695,一阵子/m
6246,179,48,4,4.5801,6.638547,停止/v
9006,941,9,4,4.1478,2.830752,感激/v
8919,604,14,4,4.2233,3.541338,响声/n
9729,1236,7,4,3.9296,2.472119,如同/d
9143,1062,8,4,4.1222,2.666009,空虚/n
9144,1063,8,4,4.1222,2.666009,心思/n
9594,1076,8,4,3.9778,2.648912,为何/r
11842,446,21,4,3.4957,4.176313,放/v
12019,853,11,4,3.4033,3.003154,娘/n
9003,938,9,4,4.1478,2.830752,自言自语/i
9731,1238,7,4,3.9296,2.472119,河/ns
12010,1136,8,4,3.4159,2.563429,同志/n
9189,945,9,4,4.0806,2.822693,开门/v
8876,232,37,4,4.2577,5.764772,拍/v
9199,269,32,4,4.0482,5.314922,脚步/n
8928,703,12,4,4.2002,3.27565,决心/v
8921,483,18,4,4.2181,4.014686,失去/v
9179,1224,7,4,4.09,2.490396,临时/b
9205,1068,8,4,4.0482,2.657461,一夜/m
6345,1172,7,4,4.4771,2.52695,底/f
6327,1381,6,4,4.4957,2.340912,宝贝/nr
6330,1384,6,4,4.4957,2.340912,阻止/v
11964,1007,9,4,3.4526,2.725979,毫无/v
11936,1130,8,4,3.4633,2.571978,翠环/nr
12041,1020,9,4,3.3701,2.70986,青年/t
12040,926,10,4,3.3701,2.856444,冷/a
12024,771,12,4,3.4005,3.136057,昨天/t
12927,722,13,4,3.3157,3.243435,起身/v
12962,1035,9,4,3.2921,2.693742,上来/t
12965,1038,9,4,3.2921,2.693742,妹妹/n
12968,593,16,4,3.2827,3.588969,扑/v
12042,1021,9,4,3.3701,2.70986,忍不住/v
6332,1386,6,4,4.4957,2.340912,－/x
6363,757,11,4,4.4373,3.163534,明/a
13099,1177,8,4,3.2002,2.520688,碰/v
13366,975,10,4,3.0482,2.779985,女子/n
13061,1165,8,4,3.2409,2.529236,约/d
12044,1139,8,4,3.3701,2.554881,上帝/n
8860,1048,8,4,4.2827,2.683106,翅膀/n
6114,1369,6,4,4.6332,2.350782,深夜/t
6112,1367,6,4,4.6332,2.350782,伊万/nrt
13000,728,13,4,3.2632,3.230024,桌上/s
12995,1343,7,4,3.2706,2.371595,老虎/nr
12048,1325,7,4,3.3701,2.389872,无意/v
12993,1341,7,4,3.2706,2.371595,照片/n
11927,844,11,4,3.472,3.017734,盖/v
9206,1069,8,4,4.0482,2.657461,广场/n
8855,250,34,4,4.2877,5.532401,背后/f
8856,1044,8,4,4.2827,2.683106,喜鹊/n
5572,1353,6,4,4.7852,2.360653,缝/v
9181,1226,7,3,4.09,2.490396,搂住/v
9851,1090,8,3,3.8466,2.631816,喉咙/n
9852,1091,8,3,3.8466,2.631816,多年/m
13081,1352,7,3,3.2233,2.362457,摇/v
13088,877,11,3,3.2149,2.959413,忘记/v
13079,796,12,3,3.2272,3.094179,结婚/v
6061,589,14,3,4.7181,3.599495,哈哈大笑/l
6097,1016,8,3,4.6697,2.717299,门帘/n
13076,560,17,3,3.2288,3.683298,来到/v
6076,826,10,3,4.6921,3.039944,放声/v
9541,663,13,3,4.0262,3.384258,说出/v
6062,1149,7,3,4.7181,2.545227,汽笛/n
11272,398,22,3,3.7635,4.345042,有个/r
9873,518,17,3,3.8138,3.829901,放下/v
9564,576,15,3,3.9916,3.629514,难过/v
11800,756,12,3,3.5288,3.163976,担心/v
12903,1026,9,3,3.3306,2.701801,周围/f
5554,1141,7,3,4.8556,2.554366,蹦/v
41,1314,6,3,5.6332,2.400136,敌机/n
43,986,8,3,5.3701,2.760041,升/zg
13922,408,24,3,3.0244,4.296864,以/p
47,1319,6,3,5.3701,2.390265,有说有笑/l
13341,1213,8,3,3.0847,2.495043,甫/d
13941,838,12,3,3.0009,3.031362,抱/v
6392,1183,7,3,4.3701,2.517812,几声/m
6396,1393,6,3,4.3701,2.331041,锜/zg
12911,1145,8,3,3.3257,2.546333,厉害/a
6385,1040,8,3,4.3701,2.691654,嗓音/n
6402,1399,6,3,4.3701,2.331041,水声/n
6351,1030,8,3,4.4633,2.700202,醒过来/l
6352,1031,8,3,4.4633,2.700202,静寂/z
12902,1025,9,3,3.3306,2.701801,墙上/s
9538,462,19,3,4.0331,4.092649,对方/n
9797,886,10,3,3.8847,2.948194,诗人/n
9743,1081,8,3,3.9107,2.640364,初/f
11783,1293,7,3,3.5336,2.417288,颤抖/v
11298,1269,7,3,3.7181,2.444704,气味/n
9883,626,14,3,3.7852,3.470257,推开/v
11350,983,9,3,3.6821,2.766277,人影/n
11296,1267,7,3,3.7181,2.444704,花园里/nr
11290,1097,8,3,3.7263,2.614719,勇气/n
11340,314,29,3,3.689,4.967614,另/r
11787,1297,7,3,3.5336,2.417288,呻吟/v
9850,1089,8,3,3.8466,2.631816,背上/f
11316,817,11,3,3.7003,3.061474,其中/r
11301,684,13,3,3.713,3.330611,冲/v
11784,1294,7,3,3.5336,2.417288,出门/v
8930,705,12,3,4.2002,3.27565,一封信/i
11938,1132,8,3,3.4633,2.571978,难受/v
8875,346,25,3,4.2591,4.738874,不安/a
9187,943,9,3,4.0806,2.822693,寂静/a
12009,1135,8,3,3.4159,2.563429,窗户/n
12005,1316,7,3,3.4226,2.399011,一间/m
9178,1223,7,3,4.09,2.490396,不好意思/a
8922,932,9,3,4.2181,2.838811,清脆/a
12004,1315,7,3,3.4226,2.399011,白色/n
11832,1125,8,3,3.5122,2.580526,拿出/v
11913,698,13,3,3.4856,3.28367,吃惊/a
11846,1003,9,3,3.4957,2.734039,冯村/nr
11845,1002,9,3,3.4957,2.734039,那条/mq
9147,659,13,3,4.1164,3.39767,冷笑/nr
9732,1239,7,3,3.9296,2.472119,有所/n
9555,1231,7,3,4.0076,2.481258,面容/n
9602,955,9,3,3.9551,2.806574,古怪/a
9140,1059,8,3,4.1222,2.666009,言/vg
6338,140,63,3,4.4894,7.583897,变/v
6318,750,11,3,4.5076,3.170824,响亮/a
12941,382,25,3,3.2998,4.492256,全/a
5559,738,11,3,4.8296,3.199984,声调/n
6320,752,11,3,4.5076,3.170824,语调/n
5562,79,112,3,4.8199,10.208325,传来/v
6364,694,12,3,4.4315,3.303569,愤怒/v
6373,199,44,3,4.3866,6.316133,抬起/v
6326,1380,6,3,4.4957,2.340912,无名/v
8931,1052,8,3,4.2002,2.674557,头脑/n
8843,144,61,3,4.3009,7.413998,发出/v
8841,766,11,3,4.306,3.148954,拳头/n
8867,1192,7,3,4.2706,2.508673,沉寂/a
8866,1191,7,3,4.2706,2.508673,跳动/vn
8864,563,15,3,4.277,3.673213,外边/f
11925,842,11,3,3.472,3.017734,激动/a
13350,894,11,3,3.0747,2.922963,上海/ns
13346,969,10,3,3.0774,2.787631,若/c
49,1321,6,3,5.3701,2.390265,砖头/n
5337,116,72,3,5.1138,8.24023,发觉/v
13345,1079,9,3,3.0806,2.645385,近/a
5397,107,78,3,5.0408,8.563471,意识/n
5363,994,8,3,5.0482,2.742944,带笑/v
6244,338,25,3,4.5877,4.792067,抬起头来/l
6108,1363,6,3,4.6332,2.350782,颤/v
13064,1168,8,3,3.2409,2.529236,了解/v
6109,1364,6,3,4.6332,2.350782,一声不响/l
9182,1227,7,3,4.09,2.490396,孤独/a
8839,764,11,3,4.306,3.148954,手帕/n
11404,690,13,3,3.6443,3.3172,招呼/v
5404,291,28,3,4.968,5.12244,发现自己/l
11400,1276,7,3,3.6539,2.435565,不动/v
13316,965,10,3,3.1071,2.795277,不住/v
5526,1000,8,3,4.9107,2.734396,感慨/v
13290,1198,8,3,3.1222,2.503591,翻/v
13315,964,10,3,3.1071,2.795277,医生/n
11499,1110,8,3,3.6153,2.597623,令/v
11412,988,9,3,3.6332,2.758217,伤心/n
11399,1275,7,3,3.6539,2.435565,端午/t
5575,1356,6,3,4.7852,2.360653,滴/v
13240,1188,8,3,3.1607,2.512139,一场/m
13281,1371,7,3,3.1331,2.34418,未/d
13283,1373,7,3,3.1331,2.34418,寂寞/a
2,1288,6,3,6.3701,2.419878,几十丈/m
3,1289,6,3,6.3701,2.419878,甘当/v
4,1290,6,3,6.3701,2.419878,小卒/n
27,1306,6,3,5.9551,2.410007,销声匿迹/i
5328,991,8,3,5.2002,2.751492,西边/s
5324,613,13,2,5.2632,3.511669,雨来/t
28,1307,6,2,5.9551,2.410007,正/a
33,1108,7,2,5.8556,2.600059,拉长/v
5400,1134,7,2,5.0076,2.563504,不远处/s
5403,508,16,2,4.9778,3.873064,叹口气/i
13222,1360,7,2,3.1775,2.353318,枪/n
13224,1362,7,2,3.1775,2.353318,兴趣/n
13246,647,15,2,3.1478,3.435987,这件/mq
13247,1065,9,2,3.1478,2.661504,再也/d
6052,742,11,2,4.7421,3.192694,叹一口气/i
6055,912,9,2,4.7327,2.887168,压低/v
6056,913,9,2,4.7327,2.887168,闪过/v
6057,914,9,2,4.7327,2.887168,呜呜/l
11534,1286,7,2,3.5925,2.426426,绝望/v
11540,992,9,2,3.5859,2.750158,独自/d
13292,1200,8,2,3.1222,2.503591,推/v
5525,999,8,2,4.9107,2.734396,转向/v
5550,228,36,2,4.8676,5.794485,大笑/v
5409,1348,6,2,4.9551,2.370524,奇异/a
11501,1112,8,2,3.6153,2.597623,侧/v
11502,1113,8,2,3.6153,2.597623,看过/v
5361,485,17,2,5.0653,3.99996,插嘴/v
5333,1333,6,2,5.1478,2.380395,东边/s
5339,806,10,2,5.1071,3.070527,恶心/n
5340,807,10,2,5.1071,3.070527,无缘无故/i
8983,404,21,2,4.1775,4.329321,换/v
6250,1022,8,2,4.5628,2.708751,仙客/n
6236,274,30,2,4.6046,5.252095,大叫/v
6241,1161,7,2,4.5925,2.536089,大腿/n
6242,1162,7,2,4.5925,2.536089,喊声/n
6349,1176,7,2,4.4771,2.52695,低沉/a
12991,1339,7,2,3.2706,2.371595,小声/n
12992,1340,7,2,3.2706,2.371595,一头/m
8865,1190,7,2,4.2706,2.508673,向上/d
6382,850,10,2,4.3701,3.009361,后边/f
8853,931,9,2,4.2921,2.846871,可笑/v
11922,1313,7,2,3.4771,2.408149,是否/v
11932,762,12,2,3.4633,3.150016,个人/n
9184,536,16,2,4.0847,3.764262,强烈/a
9186,487,18,2,4.0806,3.99189,回过/v
9200,286,30,2,4.0482,5.146151,听说/v
9201,391,22,2,4.0482,4.4069,闪/v
12018,852,11,2,3.4033,3.003154,惊/v
12020,854,11,2,3.4033,3.003154,口袋/n
11991,769,12,2,3.4315,3.143037,肩膀/n
11998,494,19,2,3.4282,3.953977,不再/d
9545,947,9,2,4.0165,2.814633,使劲/v
9546,948,9,2,4.0165,2.814633,死去/v
11843,759,12,2,3.4957,3.156996,成为/v
9600,723,12,2,3.9551,3.240752,哭声/n
9601,954,9,2,3.9551,2.806574,莫名其妙/i
9722,878,10,2,3.9372,2.95584,枪声/n
9167,711,12,2,4.0971,3.261691,马车/n
9174,1219,7,2,4.09,2.490396,涌/v
9175,1220,7,2,4.09,2.490396,路边/s
9176,1221,7,2,4.09,2.490396,偷偷地/i
9139,1058,8,2,4.1222,2.666009,跪/v
9141,1060,8,2,4.1222,2.666009,想象/n
9202,715,12,2,4.0482,3.254711,抱住/v
12039,779,12,2,3.3701,3.129077,笑声/n
6335,1389,6,2,4.4957,2.340912,恂/g
6331,1385,6,2,4.4957,2.340912,痛哭/v
12970,1160,8,2,3.2827,2.537784,窗口/s
6361,846,10,2,4.4441,3.017007,头顶/n
6365,644,13,2,4.4267,3.437905,命令/n
6370,316,27,2,4.3971,4.949537,惊醒/a
6381,695,12,2,4.3701,3.296589,异样/d
5565,58,148,2,4.8048,11.730275,变得/v
6096,1015,8,2,4.6697,2.717299,伤感/n
13084,1049,9,2,3.2181,2.677623,生气/n
6071,1158,7,2,4.7181,2.545227,寒噤/n
6302,839,10,2,4.5221,3.024652,人声/n
9557,1233,7,2,4.0076,2.481258,叹息/v
9565,869,10,2,3.9916,2.963486,全都/n
11914,919,10,2,3.4826,2.879381,北京/ns
11920,1311,7,2,3.4771,2.408149,握/v
9863,803,11,2,3.8296,3.083344,举起/v
9878,372,24,2,3.8054,4.548568,充满/a
9879,197,47,2,3.7852,6.358381,问道/n
9901,1258,7,2,3.7852,2.453842,神色/n
9903,1260,7,2,3.7852,2.453842,遇见/v
9793,882,10,2,3.8847,2.948194,地问/n
11792,1302,7,2,3.5336,2.417288,飞机/n
9888,891,10,2,3.7852,2.932902,高声/n
9890,893,10,2,3.7852,2.932902,同情/n
9895,1095,8,2,3.7852,2.623268,关心/n
11531,1283,7,2,3.5925,2.426426,埋/v
11533,1285,7,2,3.5925,2.426426,嗓子/n
11287,979,9,2,3.7327,2.774336,去年/t
11297,1268,7,2,3.7181,2.444704,经常/d
11345,636,14,2,3.6856,3.450871,受到/v
11778,997,9,2,3.5401,2.742098,对着/p
9836,1246,7,2,3.8556,2.462981,抬/v
9837,1247,7,2,3.8556,2.462981,大厅/n
9884,627,14,2,3.7852,3.470257,把手/v
11553,530,17,2,3.575,3.777124,所有/b
12921,1329,7,2,3.3195,2.380734,哎呀/e
6355,1034,8,2,4.4633,2.700202,悄悄地/z
12914,1148,8,2,3.3257,2.546333,抓/v
6400,1397,6,2,4.3701,2.331041,河水/ns
6404,1401,6,2,4.3701,2.331041,昨夜/t
6406,1403,6,2,4.3701,2.331041,管仲/nr
6386,1041,8,2,4.3701,2.691654,厌恶/v
6387,1178,7,2,4.3701,2.517812,回身/v
13336,1391,7,2,3.09,2.335041,吓了一跳/v
13338,1210,8,2,3.0847,2.495043,不觉/d
5336,730,11,1,5.1291,3.221854,噗嗤/o
5338,113,75,1,5.1071,8.408986,响起/v
46,1318,6,1,5.3701,2.390265,一伙人/r
5358,427,19,1,5.0945,4.231321,惊叫/v
5359,898,9,1,5.0806,2.911346,打住/v
13348,971,10,1,3.0774,2.787631,另外/c
11495,822,11,1,3.6201,3.046894,小小的/z
5407,674,12,1,4.9551,3.352427,仰起/v
11413,989,9,1,3.6332,2.758217,恢复/v
8844,856,10,1,4.2998,3.001715,砰/o
6399,1396,6,1,4.3701,2.331041,凤子/nr
6403,1400,6,1,4.3701,2.331041,作出/v
12904,1027,9,1,3.3306,2.701801,手中/s
12918,1326,7,1,3.3195,2.380734,吩咐/v
6350,1029,8,1,4.4633,2.700202,尖声/n
6390,1181,7,1,4.3701,2.517812,口中/s
5553,1140,7,1,4.8556,2.554366,一响/m
5551,677,12,1,4.8676,3.345447,拉住/v
5323,236,34,1,5.2877,5.681676,心血来潮/i
5331,1331,6,1,5.1478,2.380395,触动/v
5330,1330,6,1,5.1478,2.380395,咆哮/v
6054,911,9,1,4.7327,2.887168,哇/y
13239,1187,8,1,3.1607,2.512139,引起/v
5401,815,10,1,4.9916,3.062882,转念/v
13223,1361,7,1,3.1775,2.353318,掏出/v
9833,623,14,1,3.8556,3.483181,把头/v
11360,744,12,1,3.6697,3.191894,轻轻地/z
8846,858,10,1,4.2998,3.001715,两声/m
8934,1055,8,1,4.2002,2.674557,微微一笑/l
6340,641,13,1,4.4856,3.444611,咳嗽/v
6334,1388,6,1,4.4957,2.340912,变换/v
6333,1387,6,1,4.4957,2.340912,剧痛/n
6329,1383,6,1,4.4957,2.340912,咬牙切齿/i
6325,1379,6,1,4.4957,2.340912,喇叭/n
8858,1046,8,1,4.2827,2.683106,害/v
8857,1045,8,1,4.2827,2.683106,奏/v
8847,859,10,1,4.2998,3.001715,右手/n
8994,1209,7,1,4.1775,2.499535,高大/a
8999,532,16,1,4.1607,3.776351,指着/v
11989,543,17,1,3.4352,3.741939,成/v
11935,1129,8,1,3.4633,2.571978,扯/v
8870,1195,7,1,4.2706,2.508673,马蹄声/n
9605,958,9,1,3.9551,2.806574,增加/v
6249,689,12,1,4.5628,3.317529,收到/v
6245,381,22,1,4.5816,4.494532,提起/v
6111,1366,6,1,4.6332,2.350782,一滴/m
13007,1043,9,1,3.2547,2.685682,少/a
6110,1365,6,1,4.6332,2.350782,打起/v
12996,1344,7,1,3.2706,2.371595,猛地/d
8868,1193,7,1,4.2706,2.508673,冒出来/v
9138,781,11,1,4.1291,3.127084,提到/v
11962,1005,9,1,3.4526,2.725979,睁/v
8989,1204,7,1,4.1775,2.499535,哭泣/v
8986,1201,7,1,4.1775,2.499535,和尚/nr
8998,375,23,1,4.1658,4.528631,响/zg
11282,812,11,1,3.7421,3.068764,说不定/l
11315,816,11,1,3.7003,3.061474,伸/v
5571,1011,8,1,4.7852,2.725847,提议/v
5569,1009,8,1,4.7852,2.725847,通知/v
6051,741,11,1,4.7421,3.192694,掉/zg
5329,572,14,1,5.1775,3.638267,尖叫/v
5332,1332,6,1,5.1478,2.380395,冒起/v
9854,967,9,1,3.8396,2.790455,一封/m
11563,1115,8,1,3.5628,2.589074,取出/v
9855,968,9,1,3.8396,2.790455,做出/v
9858,888,10,1,3.8341,2.940548,声响/n
5564,547,15,1,4.8176,3.735642,过头/n
9840,1250,7,1,3.8556,2.462981,在家/r
11788,1298,7,1,3.5336,2.417288,来说/u
11786,1296,7,1,3.5336,2.417288,一本/m
11789,1299,7,1,3.5336,2.417288,活泼/a
11277,736,12,1,3.7457,3.205854,怀疑/v
9905,1262,7,1,3.7852,2.453842,小时候/n
9786,670,13,1,3.9007,3.364141,伸出/v
6069,1156,7,1,4.7181,2.545227,停步/v
5563,546,15,1,4.8176,3.735642,想道/v
5557,97,87,1,4.8473,9.003356,停住/v
6066,1153,7,1,4.7181,2.545227,夏天/t
6303,840,10,1,4.5221,3.024652,打了个/n
6065,1152,7,1,4.7181,2.545227,狂风/n
9563,351,25,1,3.9916,4.685682,抓住/v
9721,445,20,1,3.9372,4.180189,唤/vg
9838,1248,7,1,3.8556,2.462981,碗/q
11351,984,9,1,3.6821,2.766277,打电话/l
11291,1098,8,1,3.7263,2.614719,亲热/a
