Rank by t,Freq,Freq(L),Freq(R),t值,搭配词
11959,1,0,1,0.951643,梗着/v
11960,1,1,0,0.951643,有劲/a
11961,1,0,1,0.951643,狗子/n
11962,1,0,1,0.951643,油腻腻/z
11963,1,0,1,0.951643,一男一女/l
11964,1,1,0,0.951643,重行/v
11965,1,1,0,0.951643,意图/n
11966,1,0,1,0.951643,目光炯炯/i
11967,1,0,1,0.951643,美军/j
11968,1,1,0,0.951643,很美/a
11969,1,1,0,0.951643,哈/j
11970,1,0,1,0.951643,服药/n
11971,1,0,1,0.951643,垂下/v
11972,1,0,1,0.951643,深远/a
11973,1,0,1,0.951643,岗位/n
11974,1,0,1,0.951643,森森/nr
11975,1,0,1,0.951643,胆/n
11976,1,0,1,0.951643,壮起/v
11977,1,0,1,0.951643,声色俱厉/i
11978,1,1,0,0.951643,圣/n
11979,1,0,1,0.951643,外界/n
11980,1,0,1,0.951643,磨刀/n
11981,1,0,1,0.951643,史/nr
11982,1,1,0,0.951643,停当/v
11983,1,1,0,0.951643,一九七二年/m
11984,1,1,0,0.951643,铁石心肠/n
11985,1,1,0,0.951643,不通/a
11986,1,0,1,0.951643,满嘴/ns
11987,1,1,0,0.951643,划桨/v
11988,1,1,0,0.951643,耳语/n
11989,1,1,0,0.951643,当众/n
11990,1,1,0,0.951643,安福/nr
11991,1,0,1,0.951643,修整/vn
11992,1,1,0,0.951643,厚重/a
11993,1,0,1,0.951643,恸/g
11994,1,1,0,0.951643,推敲/v
11995,1,0,1,0.951643,大惑不解/i
11996,1,1,0,0.951643,翁方纲/nr
11997,1,1,0,0.951643,约德/nrt
11998,1,0,1,0.951643,包含/v
11999,1,0,1,0.951643,睦邻/n
12000,1,1,0,0.951643,浮动/vn
12001,1,0,1,0.951643,大雨倾盆/n
12002,1,0,1,0.951643,罗列/ns
12003,1,0,1,0.951643,满桌/n
12004,1,1,0,0.951643,负载/v
12005,1,0,1,0.951643,价/n
12006,1,0,1,0.951643,天崩地裂/i
12007,1,0,1,0.951643,太小/n
12008,1,0,1,0.951643,太湖石/nr
12009,1,1,0,0.951643,颈/ng
12010,1,1,0,0.951643,布丽/nr
12011,1,1,0,0.951643,毛伙/n
12012,1,0,1,0.951643,江水/ns
12013,1,1,0,0.951643,立足之地/i
12014,1,0,1,0.951643,膝/n
12015,1,0,1,0.951643,周/t
12016,1,1,0,0.951643,锁链/n
12017,1,1,0,0.951643,品行/n
12018,1,1,0,0.951643,坚挺/a
12019,1,1,0,0.951643,没弄/v
12020,1,0,1,0.951643,鄙视/v
12021,1,1,0,0.951643,淡白/z
12022,1,1,0,0.951643,认输/vn
12023,1,1,0,0.951643,满眼/d
12024,1,1,0,0.951643,慵/g
12025,1,0,1,0.951643,猛省/ns
12026,1,0,1,0.951643,一整套/m
12027,1,0,1,0.951643,自笑/v
12028,1,1,0,0.951643,暴风雪/nr
12029,1,1,0,0.951643,荒山野岭/ns
12030,1,1,0,0.951643,正经事/n
12031,1,0,1,0.951643,解悟/v
12032,1,1,0,0.951643,爱恋/nr
12033,1,1,0,0.951643,宝坠/nz
12034,1,0,1,0.951643,好心/n
12035,1,1,0,0.951643,朝夕/n
12036,1,0,1,0.951643,嫌恶/n
12037,1,0,1,0.951643,白铜/nr
12038,1,1,0,0.951643,沉下去/v
12039,1,0,1,0.951643,炉前/s
12040,1,0,1,0.951643,铁砧/n
12041,1,1,0,0.951643,长庆/ns
12042,1,0,1,0.951643,加紧脚步/l
12043,1,1,0,0.951643,战死/n
12044,1,1,0,0.951643,步态/n
12045,1,0,1,0.951643,病死/v
12046,1,0,1,0.951643,症/ng
12047,1,1,0,0.951643,满屋子/nr
12048,1,0,1,0.951643,察觉到/l
12049,1,0,1,0.951643,恋恋不舍/i
12050,1,1,0,0.951643,打败仗/l
12051,1,0,1,0.951643,丽达/nr
12052,1,0,1,0.951643,挥拳/v
12053,1,1,0,0.951643,玛利亚/ns
12054,1,1,0,0.951643,誓言/n
12055,1,1,0,0.951643,高明/nr
12056,1,0,1,0.951643,办/n
12057,1,1,0,0.951643,一个头/m
12058,1,1,0,0.951643,布鲁姆/nr
12059,1,1,0,0.951643,勇治/n
12060,1,1,0,0.951643,会后/t
12061,1,0,1,0.951643,难以想象/l
12062,1,0,1,0.951643,抿嘴/n
12063,1,0,1,0.951643,尖刺/v
12064,1,0,1,0.951643,胡说八道/i
12065,1,0,1,0.951643,法西斯/ns
12066,1,0,1,0.951643,珂/zg
12067,1,1,0,0.951643,季尚铭/nr
12068,1,0,1,0.951643,油腔滑调/n
12069,1,1,0,0.951643,奥立弗/nr
12070,1,1,0,0.951643,看一遍/v
12071,1,1,0,0.951643,时刻表/n
12072,1,0,1,0.951643,小妹妹/nr
12073,1,0,1,0.951643,狡黠/a
12074,1,1,0,0.951643,而立/v
12075,1,0,1,0.951643,嫣然一笑/i
12076,1,1,0,0.951643,瘪三/n
12077,1,0,1,0.951643,对骂/v
12078,1,0,1,0.951643,注钱/v
12079,1,1,0,0.951643,爱达荷/nr
12080,1,0,1,0.951643,木棒/n
12081,1,1,0,0.951643,吠叫/n
12082,1,0,1,0.951643,前爪/n
12083,1,1,0,0.951643,夜深人静/i
12084,1,1,0,0.951643,张家寨/nr
12085,1,1,0,0.951643,鹭鸶/n
12086,1,1,0,0.951643,面黄肌瘦/i
12087,1,0,1,0.951643,包着/v
12088,1,0,1,0.951643,链条/n
12089,1,0,1,0.951643,支棱/nr
12090,1,0,1,0.951643,夺/v
12091,1,0,1,0.951643,干完/v
12092,1,0,1,0.951643,关闭/v
12093,1,0,1,0.951643,豆荚/n
12094,1,1,0,0.951643,上流/b
12095,1,1,0,0.951643,打响/vn
12096,1,1,0,0.951643,赫勒/nr
12097,1,1,0,0.951643,新教练/n
12098,1,0,1,0.951643,糖/zg
12099,1,0,1,0.951643,溶化/v
12100,1,0,1,0.951643,僵住/v
12101,1,1,0,0.951643,本部/r
12102,1,0,1,0.951643,讶异/v
12103,1,1,0,0.951643,讲学/n
12104,1,1,0,0.951643,如雷/v
12105,1,1,0,0.951643,开去/v
12106,1,0,1,0.951643,筹备/v
12107,1,0,1,0.951643,小铺/n
12108,1,1,0,0.951643,风平浪静/i
12109,1,1,0,0.951643,逍遥自在/i
12110,1,1,0,0.951643,瓜子/n
12111,1,1,0,0.951643,史峤/nr
12112,1,1,0,0.951643,某日/r
12113,1,1,0,0.951643,翻出来/l
12114,1,1,0,0.951643,马桶/n
12115,1,0,1,0.951643,第三道/m
12116,1,0,1,0.951643,三分之二/m
12117,1,0,1,0.951643,帐幕/n
12118,1,1,0,0.951643,花正芳/nr
12119,1,1,0,0.951643,痛痛快快/z
12120,1,1,0,0.951643,行驶/v
12121,1,0,1,0.951643,特说/n
12122,1,1,0,0.951643,八九/m
12123,1,1,0,0.951643,李家/nrfg
12124,1,0,1,0.951643,勇/n
12125,1,1,0,0.951643,首级/b
12126,1,1,0,0.951643,十六/m
12127,1,0,1,0.951643,隙缝/n
12128,1,0,1,0.951643,缩紧/v
12129,1,0,1,0.951643,平地上/ns
12130,1,0,1,0.951643,好几岁/m
12131,1,1,0,0.951643,牛月清/nr
12132,1,1,0,0.951643,史料/n
12133,1,1,0,0.951643,油锅/n
12134,1,1,0,0.951643,窦平/nr
12135,1,1,0,0.951643,闭住/v
12136,1,1,0,0.951643,一个半/m
12137,1,1,0,0.951643,好家伙/e
12138,1,1,0,0.951643,搓手/v
12139,1,1,0,0.951643,责难/n
12140,1,1,0,0.951643,俗物/n
12141,1,0,1,0.951643,合作社/l
12142,1,0,1,0.951643,开启/v
12143,1,1,0,0.951643,沃洛嘉/nr
12144,1,1,0,0.951643,普莉西/nr
12145,1,0,1,0.951643,胡言乱语/i
12146,1,0,1,0.951643,开火/v
12147,1,1,0,0.951643,杨重/nr
12148,1,1,0,0.951643,楼上楼下/n
12149,1,0,1,0.951643,开阔/v
12150,1,0,1,0.951643,健/a
12151,1,1,0,0.951643,库兹/nr
12152,1,1,0,0.951643,米奇/nr
12153,1,1,0,0.951643,不可一世/i
12154,1,1,0,0.951643,功架/n
12155,1,1,0,0.951643,尖儿/n
12156,1,0,1,0.951643,吉米/nrt
12157,1,1,0,0.951643,装扮/v
12158,1,1,0,0.951643,黎吉亚/nr
12159,1,0,1,0.951643,猛吸/v
12160,1,1,0,0.951643,烦躁不安/z
12161,1,1,0,0.951643,抖一抖/i
12162,1,0,1,0.951643,强健/a
12163,1,0,1,0.951643,回手/v
12164,1,0,1,0.951643,王朝/nr
12165,1,1,0,0.951643,压下去/v
12166,1,0,1,0.951643,揭穿/v
12167,1,1,0,0.951643,浓眉/n
12168,1,1,0,0.951643,蓬蓬/ns
12169,1,1,0,0.951643,上半身/n
12170,1,0,1,0.951643,威严地/nz
12171,1,0,1,0.951643,挽联/v
12172,1,1,0,0.951643,玛丝洛/nr
12173,1,0,1,0.951643,将手/n
12174,1,1,0,0.951643,炫耀/v
12175,1,1,0,0.951643,银钱/n
12176,1,0,1,0.951643,急病/n
12177,1,1,0,0.951643,崇拜者/n
12178,1,1,0,0.951643,柳欣/nr
12179,1,0,1,0.951643,恶毒/n
12180,1,1,0,0.951643,一举一动/i
12181,1,0,1,0.951643,得出结论/i
12182,1,0,1,0.951643,函/n
12183,1,0,1,0.951643,转机/n
12184,1,0,1,0.951643,微乎其微/i
12185,1,1,0,0.951643,布勒/nrt
12186,1,0,1,0.951643,微笑起来/l
12187,1,1,0,0.951643,虚度/n
12188,1,0,1,0.951643,掉下/v
12189,1,1,0,0.951643,起落/v
12190,1,1,0,0.951643,爆响/vn
12191,1,1,0,0.951643,希腊人/nz
12192,1,0,1,0.951643,流下/v
12193,1,0,1,0.951643,心急/a
12194,1,1,0,0.951643,产后/n
12195,1,0,1,0.951643,浮士德/nr
12196,1,1,0,0.951643,爱丽/nr
12197,1,1,0,0.951643,西南/ns
12198,1,0,1,0.951643,母马/n
12199,1,1,0,0.951643,佳肴/n
12200,1,1,0,0.951643,奴才/n
12201,1,1,0,0.951643,迷信/v
12202,1,1,0,0.951643,一无所获/i
12203,1,0,1,0.951643,五香/n
12204,1,0,1,0.951643,炖肉/n
12205,1,1,0,0.951643,铜板/n
12206,1,1,0,0.951643,晚车/n
12207,1,1,0,0.951643,弓/v
12208,1,1,0,0.951643,一文/m
12209,1,0,1,0.951643,技术/n
12210,1,0,1,0.951643,河谷/ns
12211,1,1,0,0.951643,一派/m
12212,1,1,0,0.951643,绸缎/n
12213,1,0,1,0.951643,旅途/n
12214,1,1,0,0.951643,老练/n
12215,1,1,0,0.951643,雪藕/nr
12216,1,0,1,0.951643,鱼骨/n
12217,1,1,0,0.951643,恳切/a
12218,1,1,0,0.951643,掐死/v
12219,1,0,1,0.951643,恍然/d
12220,1,0,1,0.951643,松柏/nr
12221,1,0,1,0.951643,琐碎/a
12222,1,1,0,0.951643,讪讪地/z
12223,1,1,0,0.951643,划船/v
12224,1,1,0,0.951643,爪/ng
12225,1,0,1,0.951643,恼怒/v
12226,1,1,0,0.951643,大嗓门/n
12227,1,1,0,0.951643,权/n
12228,1,0,1,0.951643,肥胖/a
12229,1,0,1,0.951643,老父/n
12230,1,0,1,0.951643,糟蹋/v
12231,1,1,0,0.951643,师兄/nr
12232,1,0,1,0.951643,三十年/m
12233,1,0,1,0.951643,这两首/l
12234,1,0,1,0.951643,谢/nr
12235,1,1,0,0.951643,嗄/e
12236,1,1,0,0.951643,羞恨/a
12237,1,1,0,0.951643,离京/ns
12238,1,1,0,0.951643,敏锐地/n
12239,1,0,1,0.951643,圆月/t
12240,1,1,0,0.951643,桶/q
12241,1,1,0,0.951643,髻/g
12242,1,0,1,0.951643,放开手/l
12243,1,0,1,0.951643,赶上去/v
12244,1,1,0,0.951643,他时/r
12245,1,1,0,0.951643,八下/m
12246,1,0,1,0.951643,昙花/n
12247,1,1,0,0.951643,费劲/a
12248,1,0,1,0.951643,枷锁/n
12249,1,1,0,0.951643,多长/n
12250,1,1,0,0.951643,闷酒/n
12251,1,0,1,0.951643,点子/n
12252,1,1,0,0.951643,往/t
12253,1,0,1,0.951643,词组/n
12254,1,1,0,0.951643,收入/v
12255,1,0,1,0.951643,十一/m
12256,1,1,0,0.951643,心机/n
12257,1,0,1,0.951643,不大不小/l
12258,1,1,0,0.951643,不期而遇/l
12259,1,1,0,0.951643,迟疑不决/i
12260,1,1,0,0.951643,一缕缕/i
12261,1,0,1,0.951643,维/nr
12262,1,1,0,0.951643,陆/n
12263,1,0,1,0.951643,那部/r
12264,1,1,0,0.951643,棺/ng
12265,1,0,1,0.951643,初五/t
12266,1,0,1,0.951643,宣德/nr
12267,1,1,0,0.951643,布伦达/nr
12268,1,1,0,0.951643,猜得出/v
12269,1,1,0,0.951643,皋/g
12270,1,1,0,0.951643,水坑/n
12271,1,1,0,0.951643,水花四溅/nr
12272,1,1,0,0.951643,临头/b
12273,1,0,1,0.951643,德米特里/nrt
12274,1,0,1,0.951643,健儿/n
12275,1,0,1,0.951643,光介/n
12276,1,0,1,0.951643,萤火/n
12277,1,0,1,0.951643,冬夜/t
12278,1,1,0,0.951643,某处/r
12279,1,1,0,0.951643,校外/s
12280,1,0,1,0.951643,寺庙/n
12281,1,0,1,0.951643,奥斯曼/nr
12282,1,1,0,0.951643,瓷实/n
12283,1,1,0,0.951643,石田/n
12284,1,1,0,0.951643,阳物/n
12285,1,1,0,0.951643,越走越远/i
12286,1,0,1,0.951643,四句/m
12287,1,1,0,0.951643,绝少/d
12288,1,0,1,0.951643,预计/vn
12289,1,0,1,0.951643,派出/v
12290,1,0,1,0.951643,二圆/n
12291,1,1,0,0.951643,举枪/n
12292,1,1,0,0.951643,梦醒/v
12293,1,0,1,0.951643,小树林/nr
12294,1,0,1,0.951643,鲁莽/nr
12295,1,1,0,0.951643,含义/n
12296,1,1,0,0.951643,中田/ns
12297,1,0,1,0.951643,好长时间/n
12298,1,1,0,0.951643,仙草/n
12299,1,0,1,0.951643,艾尔/nr
12300,1,0,1,0.951643,案/ng
12301,1,0,1,0.951643,自我介绍/n
12302,1,1,0,0.951643,背包/n
12303,1,0,1,0.951643,车行/n
12304,1,0,1,0.951643,迈克尔/nrt
12305,1,1,0,0.951643,心静/a
12306,1,0,1,0.951643,贴切/a
12307,1,1,0,0.951643,西装店/n
12308,1,1,0,0.951643,赏玩/v
12309,1,0,1,0.951643,依据/p
12310,1,1,0,0.951643,摔倒/v
12311,1,1,0,0.951643,难产/n
12312,1,1,0,0.951643,寝室/n
12313,1,0,1,0.951643,牲畜/n
12314,1,0,1,0.951643,战败/n
12315,1,1,0,0.951643,泰勒/nr
12316,1,1,0,0.951643,苔丝/n
12317,1,1,0,0.951643,乱发/v
12318,1,1,0,0.951643,一盆/m
12319,1,0,1,0.951643,芒/ng
12320,1,1,0,0.951643,蓝本/n
12321,1,1,0,0.951643,没想/v
12322,1,0,1,0.951643,肿瘤/n
12323,1,1,0,0.951643,胃口/n
12324,1,1,0,0.951643,米海洛/nr
12325,1,0,1,0.951643,咸/ns
12326,1,0,1,0.951643,鲟鱼/n
12327,1,0,1,0.951643,赏钱/v
12328,1,0,1,0.951643,想念起/v
12329,1,0,1,0.951643,换班/nz
12330,1,0,1,0.951643,真个/d
12331,1,0,1,0.951643,多些/r
12332,1,0,1,0.951643,出嫁/v
12333,1,1,0,0.951643,戴奥/nr
12334,1,1,0,0.951643,吉尼斯/nr
12335,1,1,0,0.951643,委托/n
12336,1,1,0,0.951643,聚会/n
12337,1,1,0,0.951643,论调/n
12338,1,0,1,0.951643,世说/n
12339,1,0,1,0.951643,埃及/ns
12340,1,0,1,0.951643,金字塔/nr
12341,1,0,1,0.951643,晨报/n
12342,1,1,0,0.951643,腊月/t
12343,1,1,0,0.951643,纪律/n
12344,1,1,0,0.951643,薪水/n
12345,1,0,1,0.951643,绝妙/a
12346,1,1,0,0.951643,达霞/nr
12347,1,1,0,0.951643,梅尔/nr
12348,1,0,1,0.951643,谜语/n
12349,1,0,1,0.951643,歌来/v
12350,1,0,1,0.951643,哪位/r
12351,1,1,0,0.951643,振奋/v
12352,1,1,0,0.951643,合乎/v
12353,1,0,1,0.951643,适间/n
12354,1,1,0,0.951643,小契/nr
12355,1,1,0,0.951643,金银/nz
12356,1,1,0,0.951643,哪一年/r
12357,1,1,0,0.951643,国民党/nt
12358,1,1,0,0.951643,京城/ns
12359,1,1,0,0.951643,咸阳/ns
12360,1,0,1,0.951643,仙度/n
12361,1,0,1,0.951643,故世/n
12362,1,1,0,0.951643,一去不返/i
12363,1,1,0,0.951643,矣/zg
12364,1,1,0,0.951643,赵行德/nr
12365,1,0,1,0.951643,忠诚/a
12366,1,0,1,0.951643,低调/v
12367,1,1,0,0.951643,慌了手脚/i
12368,1,0,1,0.951643,精液/n
12369,1,1,0,0.951643,刚一/t
12370,1,0,1,0.951643,险/a
12371,1,0,1,0.951643,强子/n
12372,1,0,1,0.951643,安棋尔/nr
12373,1,1,0,0.951643,赫利/nr
12374,1,1,0,0.951643,佛尔/nz
12375,1,0,1,0.951643,巷子口/n
12376,1,1,0,0.951643,下马/v
12377,1,0,1,0.951643,杂志社/n
12378,1,1,0,0.951643,柯尔门/nr
12379,1,1,0,0.951643,碾灭/v
12380,1,1,0,0.951643,海风/n
12381,1,1,0,0.951643,大冢/nrt
12382,1,0,1,0.951643,皮大衣/nr
12383,1,1,0,0.951643,白手/n
12384,1,1,0,0.951643,二三百年/m
12385,1,1,0,0.951643,无家可归/i
12386,1,1,0,0.951643,芳香/n
12387,1,0,1,0.951643,旧诗/n
12388,1,1,0,0.951643,秀吉/nr
12389,1,1,0,0.951643,表来/v
12390,1,1,0,0.951643,惶/a
12391,1,1,0,0.951643,蔺益群/nr
12392,1,0,1,0.951643,前次/r
12393,1,0,1,0.951643,半个世纪/t
12394,1,0,1,0.951643,印刷厂/n
12395,1,1,0,0.951643,沁人心脾/i
12396,1,1,0,0.951643,王钿/nr
12397,1,1,0,0.951643,不介意/l
12398,1,0,1,0.951643,大院里/ns
12399,1,1,0,0.951643,充饥/v
12400,1,0,1,0.951643,银座/n
12401,1,1,0,0.951643,欧也妮/nr
12402,1,0,1,0.951643,木箱/n
12403,1,0,1,0.951643,夏季/t
12404,1,0,1,0.951643,紫竹林/nr
12405,1,1,0,0.951643,三十步/m
12406,1,1,0,0.951643,左琪卡/nr
12407,1,0,1,0.951643,零碎/a
12408,1,0,1,0.951643,姨妈/n
12409,1,0,1,0.951643,学院/n
12410,1,1,0,0.951643,拍卖/v
12411,1,0,1,0.951643,回房/v
12412,1,1,0,0.951643,自鸣钟/l
12413,1,0,1,0.951643,延惠/nr
12414,1,0,1,0.951643,采购/v
12415,1,1,0,0.951643,牛顿/nr
12416,1,0,1,0.951643,裤兜/n
12417,1,0,1,0.951643,记不起来/l
12418,1,1,0,0.951643,点名/v
12419,1,0,1,0.951643,美容/n
12420,1,1,0,0.951643,隐秘/a
12421,1,1,0,0.951643,大昌/ns
12422,1,1,0,0.951643,亏得/v
12423,1,1,0,0.951643,晚报/n
12424,1,1,0,0.951643,犀利/a
12425,1,1,0,0.951643,有一/r
12426,1,0,1,0.951643,间断/d
12427,1,1,0,0.951643,招弟/n
12428,1,0,1,0.951643,古瓶/n
12429,1,0,1,0.951643,波辛尼/ns
12430,1,0,1,0.951643,有位/r
12431,1,1,0,0.951643,紧紧抓住/l
12432,1,0,1,0.951643,绰号/n
12433,1,0,1,0.951643,特高/a
12434,1,1,0,0.951643,痛打/v
12435,1,1,0,0.951643,搭到/v
12436,1,1,0,0.951643,心窍/n
12437,1,0,1,0.951643,西亚/ns
12438,1,1,0,0.951643,葱葱/z
12439,1,1,0,0.951643,没趣/v
12440,1,1,0,0.951643,下弹/v
12441,1,0,1,0.951643,赶去/v
12442,1,1,0,0.951643,真该/d
12443,1,1,0,0.951643,画室/n
12444,1,1,0,0.951643,小杨春/nr
12445,1,1,0,0.951643,晚年/t
12446,1,0,1,0.951643,产妇/n
12447,1,0,1,0.951643,不利于/v
12448,1,1,0,0.951643,乌莫/nr
12449,1,1,0,0.951643,冤家/n
12450,1,1,0,0.951643,公式/n
12451,1,0,1,0.951643,老话/n
12452,1,1,0,0.951643,青石/n
12453,1,0,1,0.951643,在于/v
12454,1,1,0,0.951643,甚么/r
12455,1,0,1,0.951643,采莲/nr
12456,1,0,1,0.951643,黄仲则/nr
12457,1,1,0,0.951643,四圈/m
12458,1,1,0,0.951643,论文/nz
12459,1,0,1,0.951643,前日/t
12460,1,1,0,0.951643,变样/n
12461,1,0,1,0.951643,早些/d
12462,1,0,1,0.951643,昔年/t
12463,1,1,0,0.951643,毫无办法/l
12464,1,1,0,0.951643,比天/d
12465,1,0,1,0.951643,诊断/v
12466,1,1,0,0.951643,腻/v
12467,1,1,0,0.951643,雪佛兰/nr
12468,1,0,1,0.951643,疯疯癫癫/z
12469,1,1,0,0.951643,书里/s
12470,1,1,0,0.951643,种类/n
12471,1,1,0,0.951643,小丘/nr
12472,1,0,1,0.951643,古典/ns
12473,1,0,1,0.951643,陈妈/nr
12474,1,0,1,0.951643,趁现在/l
12475,1,1,0,0.951643,压下/v
12476,1,0,1,0.951643,说说话/l
12477,1,1,0,0.951643,刘东方/nr
12478,1,1,0,0.951643,开腔/n
12479,1,1,0,0.951643,欧叶妮/nr
12480,1,0,1,0.951643,大姑妈/n
12481,1,0,1,0.951643,飞往/v
12482,1,0,1,0.951643,天健/nr
12483,1,1,0,0.951643,逝/v
12484,1,0,1,0.951643,广子/n
12485,1,1,0,0.951643,烙铁/n
12486,1,0,1,0.951643,真不该/d
12487,1,0,1,0.951643,焚化/v
12488,1,1,0,0.951643,宗/q
12489,1,0,1,0.951643,生理/vn
12490,1,0,1,0.951643,谦逊/a
12491,1,0,1,0.951643,空想/n
12492,1,0,1,0.951643,烽火/n
12493,1,1,0,0.951643,完全正确/i
12494,1,1,0,0.951643,老吕头/nr
12495,1,1,0,0.951643,快快/d
12496,1,1,0,0.951643,高晋/j
12497,1,1,0,0.951643,火辣辣/z
12498,1,0,1,0.951643,麻酥酥/z
12499,1,1,0,0.951643,包住/v
12500,1,0,1,0.951643,正派/n
12501,1,0,1,0.951643,何之蓝/nr
12502,1,0,1,0.951643,苔/ng
12503,1,0,1,0.951643,自豪/n
12504,1,0,1,0.951643,如释重负/i
12505,1,0,1,0.951643,心安理得/i
12506,1,0,1,0.951643,信子/n
12507,1,1,0,0.951643,装有/b
12508,1,1,0,0.951643,香槟/n
12509,1,1,0,0.951643,无边无际/l
12510,1,1,0,0.951643,关了/p
12511,1,0,1,0.951643,军师/n
12512,1,0,1,0.951643,兜里/s
12513,1,0,1,0.951643,无助/v
12514,1,0,1,0.951643,柔情似水/i
12515,1,0,1,0.951643,可悲/a
12516,1,1,0,0.951643,铁匠/n
12517,1,1,0,0.951643,晋生君/nr
12518,1,1,0,0.951643,罪过/n
12519,1,0,1,0.951643,不论/c
12520,1,1,0,0.951643,审判者/n
12521,1,0,1,0.951643,浪费时间/n
12522,1,0,1,0.951643,豁然开朗/i
12523,1,0,1,0.951643,败坏/v
12524,1,1,0,0.951643,下坠/v
12525,1,0,1,0.951643,通体/n
12526,1,0,1,0.951643,茅子/n
12527,1,1,0,0.951643,江津/ns
12528,1,0,1,0.951643,冬寒/t
12529,1,0,1,0.951643,少见/n
12530,1,0,1,0.951643,冯唐/nr
12531,1,1,0,0.951643,幽怨/a
12532,1,0,1,0.951643,飞虫/n
12533,1,0,1,0.951643,无垠/a
12534,1,1,0,0.951643,几支/m
12535,1,0,1,0.951643,炽烈/a
12536,1,1,0,0.951643,深思/n
12537,1,0,1,0.951643,张皇失措/i
12538,1,1,0,0.951643,活不成/v
12539,1,0,1,0.951643,赤条条/z
12540,1,1,0,0.951643,精疲力尽/i
12541,1,0,1,0.951643,实地/n
12542,1,1,0,0.951643,英勇/nr
12543,1,1,0,0.951643,暗蓝色/n
12544,1,0,1,0.951643,直驰/v
12545,1,1,0,0.951643,疾走/v
12546,1,1,0,0.951643,乱撞/z
12547,1,0,1,0.951643,交际/n
12548,1,0,1,0.951643,这幅/r
12549,1,1,0,0.951643,黎培里/nr
12550,1,1,0,0.951643,便于/v
12551,1,0,1,0.951643,实体/n
12552,1,0,1,0.951643,红人/n
12553,1,0,1,0.951643,旅人/n
12554,1,1,0,0.951643,亚哥/ns
12555,1,0,1,0.951643,吵嚷/v
12556,1,1,0,0.951643,默不作声/l
12557,1,0,1,0.951643,费多尔/nrt
12558,1,0,1,0.951643,心弦/n
12559,1,0,1,0.951643,绞痛/n
12560,1,1,0,0.951643,最少/d
12561,1,0,1,0.951643,秀贞/nr
12562,1,1,0,0.951643,刺戟/n
12563,1,1,0,0.951643,褥单/n
12564,1,1,0,0.951643,观望/v
12565,1,0,1,0.951643,跄/x
12566,1,1,0,0.951643,无趣/n
12567,1,1,0,0.951643,酽/a
12568,1,1,0,0.951643,小两口/n
12569,1,0,1,0.951643,冷噤/n
12570,1,0,1,0.951643,响雷/n
12571,1,1,0,0.951643,阿毛/nr
12572,1,1,0,0.951643,拆信/v
12573,1,0,1,0.951643,疾/n
12574,1,1,0,0.951643,太师/n
12575,1,0,1,0.951643,打哈哈/nz
12576,1,0,1,0.951643,打定/v
12577,1,1,0,0.951643,船舱/n
12578,1,1,0,0.951643,k/x
12579,1,0,1,0.951643,隔扇/n
12580,1,1,0,0.951643,预告/v
12581,1,1,0,0.951643,漏洞/n
12582,1,0,1,0.951643,阿韦良/nr
12583,1,1,0,0.951643,敬烟/nr
12584,1,0,1,0.951643,报社/n
12585,1,1,0,0.951643,名誉/n
12586,1,1,0,0.951643,低头不语/i
12587,1,0,1,0.951643,扭脸/v
12588,1,1,0,0.951643,略微/d
12589,1,0,1,0.951643,扮演/v
12590,1,1,0,0.951643,柯斯嘉/nr
12591,1,1,0,0.951643,信心/n
12592,1,1,0,0.951643,十四颗/m
12593,1,1,0,0.951643,谏/vg
12594,1,1,0,0.951643,告诫/v
12595,1,1,0,0.951643,三四点/m
12596,1,1,0,0.951643,下班/v
12597,1,0,1,0.951643,真定/d
12598,1,0,1,0.951643,匣枪/n
12599,1,1,0,0.951643,上菜/n
12600,1,0,1,0.951643,香水味/n
12601,1,1,0,0.951643,四顾/d
12602,1,1,0,0.951643,解去/v
12603,1,1,0,0.951643,斗篷/n
12604,1,0,1,0.951643,极惨/a
12605,1,1,0,0.951643,利己主义/n
12606,1,0,1,0.951643,探进/v
12607,1,0,1,0.951643,掸帚/n
12608,1,0,1,0.951643,泼洒/a
12609,1,1,0,0.951643,坐回/v
12610,1,0,1,0.951643,加利福尼亚/ns
12611,1,0,1,0.951643,一沉/a
12612,1,1,0,0.951643,递过去/v
12613,1,1,0,0.951643,伊奇/nr
12614,1,1,0,0.951643,胡连生/nr
12615,1,1,0,0.951643,代价/n
12616,1,0,1,0.951643,玳瑁/n
12617,1,0,1,0.951643,扔给/v
12618,1,0,1,0.951643,用劲/v
12619,1,0,1,0.951643,抑住/v
12620,1,1,0,0.951643,二伯/nrt
12621,1,1,0,0.951643,谭功/nr
12622,1,1,0,0.951643,小娴/nr
12623,1,1,0,0.951643,萧/nr
12624,1,1,0,0.951643,散去/v
12625,1,0,1,0.951643,张凯/nr
12626,1,1,0,0.951643,一亮/a
12627,1,0,1,0.951643,奔去/v
12628,1,1,0,0.951643,环节/n
12629,1,0,1,0.951643,折返/v
12630,1,0,1,0.951643,抡/v
12631,1,1,0,0.951643,困觉/n
12632,1,0,1,0.951643,看定/v
12633,1,1,0,0.951643,低下去/v
12634,1,1,0,0.951643,双桥镇/nr
12635,1,1,0,0.951643,妞/ng
12636,1,0,1,0.951643,荣/ag
12637,1,1,0,0.951643,绒线/n
12638,1,1,0,0.951643,苇塘/n
12639,1,0,1,0.951643,扭曲/v
12640,1,1,0,0.951643,继代/v
