rank,搭配词,共现频数,全局频率,左侧,右侧,MI值
1,振衣/n,3,1,1,2,6.9551
2,几十丈/m,6,3,3,3,6.3701
3,甘当/v,6,3,3,3,6.3701
4,小卒/n,6,3,3,3,6.3701
5,静物/n,4,2,2,2,6.3701
6,下陷/v,4,2,2,2,6.3701
7,几顶/m,4,2,2,2,6.3701
8,受命/v,4,2,2,2,6.3701
9,旷课/n,4,2,2,2,6.3701
10,复职/v,4,2,0,4,6.3701
11,瓦块/n,4,2,2,2,6.3701
12,闹出笑话/l,4,2,4,0,6.3701
13,收小/n,4,2,0,4,6.3701
14,猫子/n,2,1,1,1,6.3701
15,逗人/n,2,1,0,2,6.3701
16,忽上忽下/l,2,1,2,0,6.3701
17,貌似/v,2,1,1,1,6.3701
18,裸现/v,2,1,1,1,6.3701
19,大施/n,2,1,1,1,6.3701
20,威迫/vn,2,1,1,1,6.3701
21,一百八十度/m,2,1,1,1,6.3701
22,饥荒/n,2,1,1,1,6.3701
23,一静/a,5,3,0,5,6.1071
24,不翼而飞/i,5,3,0,5,6.1071
25,展宽/v,5,3,2,3,6.1071
26,惧怕/v,5,3,0,5,6.1071
27,销声匿迹/i,6,4,3,3,5.9551
28,正/a,6,4,2,4,5.9551
29,云霄/nr,3,2,1,2,5.9551
30,了笑/v,3,2,1,2,5.9551
31,全庄/n,3,2,2,1,5.9551
32,人造/n,3,2,1,2,5.9551
33,拉长/v,7,5,2,5,5.8556
34,黑沉沉/z,4,3,2,2,5.7852
35,太空/n,4,3,2,2,5.7852
36,翻动/v,4,3,2,2,5.7852
37,横飞/v,4,3,2,2,5.7852
38,希腊/ns,4,3,2,2,5.7852
39,泥鳅/n,5,4,4,1,5.6921
40,紧跟着/l,11,9,4,7,5.6597
41,敌机/n,6,5,3,3,5.6332
42,蓝/a,10,9,6,4,5.5221
43,升/zg,8,8,3,5,5.3701
44,白光/nr,7,7,5,2,5.3701
45,心生一计/i,7,7,0,7,5.3701
46,一伙人/r,6,6,1,5,5.3701
47,有说有笑/l,6,6,3,3,5.3701
48,刮起/v,6,6,0,6,5.3701
49,砖头/n,6,6,3,3,5.3701
50,殷勤/nr,5,5,1,4,5.3701
51,兴起/v,5,5,0,5,5.3701
52,之言/r,5,5,0,5,5.3701
53,睡梦中/n,5,5,4,1,5.3701
54,张开嘴/nr,5,5,1,4,5.3701
55,彻悟/n,5,5,0,5,5.3701
56,插进来/v,5,5,0,5,5.3701
57,多出/m,5,5,0,5,5.3701
58,大悟/n,5,5,0,5,5.3701
59,话头/n,4,4,0,4,5.3701
60,马头/n,4,4,1,3,5.3701
61,红花/n,4,4,3,1,5.3701
62,若干/m,4,4,2,2,5.3701
63,一白/a,4,4,0,4,5.3701
64,刹车/n,4,4,0,4,5.3701
65,嘟嘟/o,4,4,0,4,5.3701
66,稍停/d,4,4,2,2,5.3701
67,亲近/d,4,4,1,3,5.3701
68,激昂/a,4,4,1,3,5.3701
69,出人意外/i,4,4,2,2,5.3701
70,杰/nr,4,4,4,0,5.3701
71,苏班比诺/ns,4,4,4,0,5.3701
72,枪响/vn,4,4,0,4,5.3701
73,行德/n,4,4,4,0,5.3701
74,孩子气/n,4,4,2,2,5.3701
75,平静下来/i,4,4,1,3,5.3701
76,方亚丹/nr,4,4,3,1,5.3701
77,挡住/v,4,4,0,4,5.3701
78,变卦/v,4,4,0,4,5.3701
79,开窍/v,4,4,0,4,5.3701
80,拥有/v,4,4,0,4,5.3701
81,变白/v,4,4,1,3,5.3701
82,哽咽/v,4,4,0,4,5.3701
83,地会/n,4,4,1,3,5.3701
84,妖妖/n,4,4,3,1,5.3701
85,希冀/nr,4,4,2,2,5.3701
86,急中生智/i,4,4,2,2,5.3701
87,似/u,4,4,4,0,5.3701
88,孤单/a,4,4,2,2,5.3701
89,军乐队/n,3,3,3,0,5.3701
90,瑟瑟/z,3,3,0,3,5.3701
91,高塔/nr,3,3,2,1,5.3701
92,平民/n,3,3,0,3,5.3701
93,不可开交/i,3,3,3,0,5.3701
94,闪念/n,3,3,0,3,5.3701
95,腾沸/i,3,3,0,3,5.3701
96,诗者/n,3,3,3,0,5.3701
97,几转/n,3,3,3,0,5.3701
98,发痒/v,3,3,0,3,5.3701
99,正自/d,3,3,3,0,5.3701
100,凤羽/nr,3,3,1,2,5.3701
101,水泡/n,3,3,1,2,5.3701
102,窥探/v,3,3,3,0,5.3701
103,譬如说/l,3,3,3,0,5.3701
104,晌午/t,3,3,3,0,5.3701
105,狩矢/n,3,3,3,0,5.3701
106,笔下/n,3,3,1,2,5.3701
107,盼望着/n,3,3,3,0,5.3701
108,刘絮云/nr,3,3,3,0,5.3701
109,徐夏子/nr,3,3,2,1,5.3701
110,屋角/n,3,3,1,2,5.3701
111,一大批/m,3,3,0,3,5.3701
112,马托/nr,3,3,2,1,5.3701
113,往上/t,3,3,0,3,5.3701
114,仰天/nr,3,3,1,2,5.3701
115,退缩/v,3,3,0,3,5.3701
116,哽住/v,3,3,0,3,5.3701
117,中途/b,3,3,3,0,5.3701
118,倾倒/v,3,3,1,2,5.3701
119,毛/n,3,3,2,1,5.3701
120,绘画/n,3,3,2,1,5.3701
121,光顾/v,3,3,0,3,5.3701
122,出点/n,3,3,1,2,5.3701
123,梅西/nr,3,3,1,2,5.3701
124,切齿/n,3,3,1,2,5.3701
125,韩丽婷/nr,3,3,3,0,5.3701
126,勒住/v,3,3,0,3,5.3701
127,红唇/n,3,3,3,0,5.3701
128,挂断/v,3,3,3,0,5.3701
129,退回来/l,3,3,0,3,5.3701
130,奇想/n,3,3,0,3,5.3701
131,起飞/v,3,3,3,0,5.3701
132,畏缩/v,3,3,0,3,5.3701
133,一块钱/n,3,3,0,3,5.3701
134,往里/t,3,3,0,3,5.3701
135,跳开/v,3,3,0,3,5.3701
136,明生/t,3,3,2,1,5.3701
137,三下/m,3,3,2,1,5.3701
138,丽扎/nr,3,3,3,0,5.3701
139,怪叫/v,3,3,0,3,5.3701
140,睡醒/v,3,3,2,1,5.3701
141,琴谱/n,3,3,2,1,5.3701
142,厅堂/n,3,3,3,0,5.3701
143,勤快/a,3,3,2,1,5.3701
144,李士群/nr,3,3,3,0,5.3701
145,租房/n,3,3,2,1,5.3701
146,宾客/nr,3,3,3,0,5.3701
147,咔/o,3,3,0,3,5.3701
148,嚷出/v,3,3,1,2,5.3701
149,起嗽/v,3,3,0,3,5.3701
150,邂逅/v,3,3,2,1,5.3701
151,感兴趣/n,3,3,0,3,5.3701
152,象发/v,3,3,0,3,5.3701
153,当上/t,3,3,0,3,5.3701
154,恳切地/n,3,3,0,3,5.3701
155,恍悟/v,3,3,0,3,5.3701
156,内疚/a,3,3,1,2,5.3701
157,藤/n,3,3,2,1,5.3701
158,剔着/v,3,3,3,0,5.3701
159,抽身/v,3,3,0,3,5.3701
160,君子/n,2,2,1,1,5.3701
161,咕咚/o,2,2,0,2,5.3701
162,嗤/zg,2,2,0,2,5.3701
163,芙琳/nrt,2,2,2,0,5.3701
164,大转弯/n,2,2,1,1,5.3701
165,闷棍/n,2,2,2,0,5.3701
166,手舞足蹈/i,2,2,1,1,5.3701
167,锁眼/v,2,2,2,0,5.3701
168,机括/v,2,2,0,2,5.3701
169,长凳/n,2,2,2,0,5.3701
170,卢昂/nr,2,2,1,1,5.3701
171,情意/n,2,2,2,0,5.3701
172,痴立/v,2,2,2,0,5.3701
173,绕到/v,2,2,1,1,5.3701
174,关好/v,2,2,2,0,5.3701
175,截获/v,2,2,0,2,5.3701
176,踉跄/z,2,2,0,2,5.3701
177,遮掩/v,2,2,1,1,5.3701
178,屏障/n,2,2,1,1,5.3701
179,怨声/n,2,2,0,2,5.3701
180,眼尖/n,2,2,1,1,5.3701
181,鱼盆/n,2,2,2,0,5.3701
182,舆论/n,2,2,2,0,5.3701
183,背负/v,2,2,0,2,5.3701
184,拆除/v,2,2,1,1,5.3701
185,翩然/z,2,2,2,0,5.3701
186,晴天霹雳/i,2,2,1,1,5.3701
187,震响/vn,2,2,1,1,5.3701
188,几副/m,2,2,0,2,5.3701
189,凝想/v,2,2,2,0,5.3701
190,热力/n,2,2,0,2,5.3701
191,王天白/nr,2,2,2,0,5.3701
192,西张/nr,2,2,2,0,5.3701
193,翅儿/n,2,2,0,2,5.3701
194,挺身/v,2,2,0,2,5.3701
195,近几天/l,2,2,2,0,5.3701
196,冲过去/v,2,2,1,1,5.3701
197,救出/v,2,2,2,0,5.3701
198,采夫/nr,2,2,1,1,5.3701
199,巡视/v,2,2,2,0,5.3701
200,纸包/n,2,2,2,0,5.3701
201,窃窃私语/i,2,2,1,1,5.3701
202,车站里/n,2,2,1,1,5.3701
203,走下/v,2,2,2,0,5.3701
204,病床/n,2,2,2,0,5.3701
205,低泣/v,2,2,0,2,5.3701
206,不答/v,2,2,2,0,5.3701
207,圣旨/n,2,2,0,2,5.3701
208,窸/y,2,2,0,2,5.3701
209,昏眩/v,2,2,0,2,5.3701
210,16/m,2,2,1,1,5.3701
211,挥挥手/n,2,2,1,1,5.3701
212,打门/v,2,2,0,2,5.3701
213,念佛/n,2,2,0,2,5.3701
214,喧响/vn,2,2,0,2,5.3701
215,不往/d,2,2,0,2,5.3701
216,神儿/n,2,2,2,0,5.3701
217,闯进来/l,2,2,0,2,5.3701
218,下大/v,2,2,0,2,5.3701
219,阶梯/n,2,2,2,0,5.3701
220,下定决心/l,2,2,0,2,5.3701
221,开了个/n,2,2,0,2,5.3701
222,徒步/d,2,2,2,0,5.3701
223,闷雷/n,2,2,2,0,5.3701
224,东城/ns,2,2,1,1,5.3701
225,北岸/f,2,2,1,1,5.3701
226,技巧/n,2,2,2,0,5.3701
227,发音/n,2,2,1,1,5.3701
228,感到恐惧/i,2,2,0,2,5.3701
229,康妮/nr,2,2,2,0,5.3701
230,一大半/m,2,2,2,0,5.3701
231,凑数/v,2,2,2,0,5.3701
232,那般/r,2,2,1,1,5.3701
233,展览/v,2,2,2,0,5.3701
234,水纹/n,2,2,2,0,5.3701
235,卡什/nrt,2,2,1,1,5.3701
236,郑生/nr,2,2,2,0,5.3701
237,忘形/v,2,2,1,1,5.3701
238,主人翁/n,2,2,1,1,5.3701
239,黄脸/nr,2,2,1,1,5.3701
240,平淡无奇/i,2,2,2,0,5.3701
241,台钟/n,2,2,0,2,5.3701
242,步来/v,2,2,0,2,5.3701
243,死掉/v,2,2,0,2,5.3701
244,电闪雷鸣/l,2,2,0,2,5.3701
245,接济/n,2,2,2,0,5.3701
246,调头/v,2,2,1,1,5.3701
247,电视机/n,2,2,2,0,5.3701
248,多重/m,2,2,2,0,5.3701
249,乱飞/v,2,2,2,0,5.3701
250,面熟/v,2,2,2,0,5.3701
251,右转/n,2,2,2,0,5.3701
252,中跳/ns,2,2,0,2,5.3701
253,一饮而尽/i,2,2,2,0,5.3701
254,买下/v,2,2,1,1,5.3701
255,果仁/nr,2,2,2,0,5.3701
256,饼/n,2,2,2,0,5.3701
257,莫扎特/nr,2,2,1,1,5.3701
258,桂枝/nr,2,2,0,2,5.3701
259,翻出/v,2,2,0,2,5.3701
260,劝导/v,2,2,1,1,5.3701
261,车马/n,2,2,2,0,5.3701
262,溜出/v,2,2,0,2,5.3701
263,垂花门/n,2,2,1,1,5.3701
264,祸事/n,2,2,1,1,5.3701
265,推辞/v,2,2,2,0,5.3701
266,取暖/v,2,2,2,0,5.3701
267,钻出/v,2,2,0,2,5.3701
268,念起来/v,2,2,0,2,5.3701
269,从树林/nr,2,2,0,2,5.3701
270,岳/n,2,2,2,0,5.3701
271,几弹/n,2,2,2,0,5.3701
272,默想/v,2,2,2,0,5.3701
273,军长/n,2,2,2,0,5.3701
274,梗/v,2,2,1,1,5.3701
275,飞进/v,2,2,0,2,5.3701
276,从头到脚/l,2,2,1,1,5.3701
277,轻手轻脚/z,2,2,0,2,5.3701
278,干笑/v,2,2,1,1,5.3701
279,九成/m,2,2,1,1,5.3701
280,感伤/v,2,2,1,1,5.3701
281,啥儿/r,2,2,2,0,5.3701
282,邪气/n,2,2,2,0,5.3701
283,峨说/n,2,2,2,0,5.3701
284,旅长/n,2,2,1,1,5.3701
285,细弱/a,2,2,0,2,5.3701
286,传旨/n,2,2,0,2,5.3701
287,悠然自得/i,2,2,1,1,5.3701
288,尖脆/a,2,2,0,2,5.3701
289,惊恐不安/i,2,2,0,2,5.3701
290,驶近/v,2,2,0,2,5.3701
291,伸展/v,2,2,1,1,5.3701
292,菖蒲/n,2,2,1,1,5.3701
293,吟起/v,2,2,0,2,5.3701
294,叩门/v,2,2,0,2,5.3701
295,佩尔/nrt,2,2,1,1,5.3701
296,无望/v,2,2,2,0,5.3701
297,孩气/n,2,2,0,2,5.3701
298,威利/nrt,2,2,1,1,5.3701
299,退场/n,2,2,2,0,5.3701
300,走得慢/l,2,2,1,1,5.3701
301,毛毯/n,2,2,0,2,5.3701
302,克莱蒙费朗/nrt,2,2,0,2,5.3701
303,打雷/v,2,2,0,2,5.3701
304,倾盆而降/i,2,2,0,2,5.3701
305,富伊/nrt,2,2,2,0,5.3701
306,摩特/nrt,2,2,2,0,5.3701
307,筷/n,2,2,1,1,5.3701
308,杜金/nr,2,2,2,0,5.3701
309,带路/v,2,2,1,1,5.3701
310,缩起/v,2,2,0,2,5.3701
311,作换/v,2,2,2,0,5.3701
312,小虫/n,2,2,2,0,5.3701
313,传递/v,2,2,2,0,5.3701
314,扯淡/v,2,2,1,1,5.3701
315,利奥/nrt,2,2,0,2,5.3701
316,吐温/n,2,2,2,0,5.3701
317,潜到/v,2,2,0,2,5.3701
318,分一杯羹/n,2,2,2,0,5.3701
319,像换/v,2,2,0,2,5.3701
320,骑手/n,2,2,1,1,5.3701
321,新意/n,2,2,0,2,5.3701
322,哪边/r,2,2,2,0,5.3701
323,入冬/v,2,2,0,2,5.3701
324,全屋/n,2,2,1,1,5.3701
325,喉管/n,2,2,2,0,5.3701
326,俨如/v,2,2,0,2,5.3701
327,百叶窗/n,2,2,2,0,5.3701
328,兴之所至/i,2,2,0,2,5.3701
329,顾冈/nr,2,2,2,0,5.3701
330,雷震/nr,2,2,1,1,5.3701
331,冒火/v,2,2,0,2,5.3701
332,冯婉姝/nr,2,2,0,2,5.3701
333,冲断/v,2,2,0,2,5.3701
334,开辟/v,2,2,0,2,5.3701
335,淹没/v,2,2,2,0,5.3701
336,泥石流/n,2,2,0,2,5.3701
337,叫骂/v,2,2,0,2,5.3701
338,油然/z,2,2,1,1,5.3701
339,冷寂/a,2,2,1,1,5.3701
340,凑上来/v,2,2,0,2,5.3701
341,凝住/v,2,2,0,2,5.3701
342,脱衣/v,2,2,2,0,5.3701
343,圆光/n,2,2,2,0,5.3701
344,第三年/m,2,2,2,0,5.3701
345,仪表/n,2,2,1,1,5.3701
346,照明弹/n,2,2,1,1,5.3701
347,朱竞新/nr,2,2,0,2,5.3701
348,分成/v,2,2,0,2,5.3701
349,两股/m,2,2,0,2,5.3701
350,分散开来/i,2,2,0,2,5.3701
351,汤嫂/nr,2,2,1,1,5.3701
352,大口/n,2,2,2,0,5.3701
353,脉络/n,2,2,1,1,5.3701
354,希楞柱里/ns,2,2,1,1,5.3701
355,柏蒂/nr,2,2,2,0,5.3701
356,克洛/nr,2,2,2,0,5.3701
357,旋落/v,2,2,0,2,5.3701
358,平野/n,2,2,0,2,5.3701
359,半中腰/l,2,2,1,1,5.3701
360,压到/v,2,2,0,2,5.3701
361,脸皮/n,2,2,2,0,5.3701
362,无效/a,2,2,1,1,5.3701
363,箸/zg,2,2,1,1,5.3701
364,房柱/n,2,2,2,0,5.3701
365,冀望/nr,2,2,1,1,5.3701
366,斡离/v,2,2,1,1,5.3701
367,房脊/n,2,2,2,0,5.3701
368,叠上/v,2,2,0,2,5.3701
369,发急/vn,2,2,2,0,5.3701
370,失却/v,2,2,1,1,5.3701
371,着数/n,2,2,2,0,5.3701
372,枕木/n,2,2,2,0,5.3701
373,人行/n,2,2,0,2,5.3701
374,显现出来/l,2,2,1,1,5.3701
375,赠/v,2,2,2,0,5.3701
376,维亚/ns,2,2,0,2,5.3701
377,向曼桢/nr,2,2,0,2,5.3701
378,开快/v,2,2,2,0,5.3701
379,抽抽搭搭/z,2,2,0,2,5.3701
380,燃/vg,2,2,2,0,5.3701
381,锐声/d,2,2,0,2,5.3701
382,大半年/t,2,2,1,1,5.3701
383,百子/n,2,2,1,1,5.3701
384,省悟/n,2,2,0,2,5.3701
385,小白脸/nr,2,2,0,2,5.3701
386,家霆刚/nr,2,2,2,0,5.3701
387,寿/nr,2,2,2,0,5.3701
388,玉皇阁/nr,2,2,0,2,5.3701
389,孝/ng,2,2,2,0,5.3701
390,酸痛/n,2,2,0,2,5.3701
391,鼓掌/v,2,2,2,0,5.3701
392,喧嚣声/i,2,2,0,2,5.3701
393,淑君/nrt,2,2,2,0,5.3701
394,解手/v,2,2,1,1,5.3701
395,毫无意义/l,2,2,1,1,5.3701
396,拐弯处/i,2,2,2,0,5.3701
397,妮亚/nrt,2,2,2,0,5.3701
398,了爱/v,2,2,1,1,5.3701
399,青铜/n,2,2,0,2,5.3701
400,指定/v,2,2,1,1,5.3701
401,气色/n,2,2,1,1,5.3701
402,处有/v,2,2,0,2,5.3701
403,匈/ns,2,2,2,0,5.3701
404,毛子/n,2,2,1,1,5.3701
405,竹丛/n,2,2,1,1,5.3701
406,罗西/ns,2,2,0,2,5.3701
407,越快/d,2,2,1,1,5.3701
408,浮桥/n,2,2,0,2,5.3701
409,西班牙人/nz,2,2,1,1,5.3701
410,名山/n,2,2,1,1,5.3701
411,五类/m,2,2,0,2,5.3701
412,卧床不起/l,2,2,0,2,5.3701
413,一两年/m,2,2,2,0,5.3701
414,努里/nrt,2,2,0,2,5.3701
415,梨子/n,2,2,2,0,5.3701
416,网中/s,2,2,2,0,5.3701
417,敛定/v,2,2,2,0,5.3701
418,切尔/nrt,2,2,2,0,5.3701
419,半道/m,2,2,2,0,5.3701
420,毒刑/n,2,2,1,1,5.3701
421,禁制/v,2,2,1,1,5.3701
422,视力/n,2,2,2,0,5.3701
423,考古/vn,2,2,0,2,5.3701
424,趴下/v,2,2,0,2,5.3701
425,变大/v,2,2,0,2,5.3701
426,肖科平/nr,2,2,2,0,5.3701
427,不乐/a,2,2,2,0,5.3701
428,烟泡/n,2,2,2,0,5.3701
429,纤手/n,2,2,2,0,5.3701
430,歇斯底里/ns,2,2,0,2,5.3701
431,真谛/n,2,2,1,1,5.3701
432,德里克/nrt,2,2,2,0,5.3701
433,精神抖擞/i,2,2,0,2,5.3701
434,萧干/nr,2,2,2,0,5.3701
435,缥缈/a,2,2,0,2,5.3701
436,包尔第/nr,2,2,1,1,5.3701
437,讯息/n,2,2,2,0,5.3701
438,繁华/a,2,2,2,0,5.3701
439,绝大/a,2,2,0,2,5.3701
440,垃圾堆/n,2,2,0,2,5.3701
441,明摆着/l,2,2,0,2,5.3701
442,变暖/v,2,2,0,2,5.3701
443,换彩/nz,2,2,2,0,5.3701
444,真真是/d,2,2,0,2,5.3701
445,变红/v,2,2,0,2,5.3701
446,疯人/n,2,2,1,1,5.3701
447,塔拉斯/nrt,2,2,2,0,5.3701
448,东看西看/l,2,2,2,0,5.3701
449,向共忒朗/nr,2,2,0,2,5.3701
450,哀/n,2,2,0,2,5.3701
451,得得/v,2,2,0,2,5.3701
452,关上门/n,2,2,1,1,5.3701
453,甬道/n,2,2,0,2,5.3701
454,失声痛哭/i,2,2,0,2,5.3701
455,奉承/v,2,2,0,2,5.3701
456,山脚下/s,2,2,1,1,5.3701
457,入神/n,2,2,2,0,5.3701
458,迷离/v,2,2,2,0,5.3701
459,鸡鸣/n,2,2,0,2,5.3701
460,辩驳/v,2,2,2,0,5.3701
461,一束花/n,2,2,1,1,5.3701
462,听清/v,2,2,0,2,5.3701
463,危急/a,2,2,2,0,5.3701
464,囚禁/v,2,2,1,1,5.3701
465,发誓/v,2,2,1,1,5.3701
466,鸟叫/v,2,2,0,2,5.3701
467,窸/x,2,2,1,1,5.3701
468,体仁/nr,2,2,1,1,5.3701
469,几名/m,2,2,1,1,5.3701
470,逃出去/v,2,2,2,0,5.3701
471,油馍/n,2,2,1,1,5.3701
472,糕点/n,2,2,2,0,5.3701
473,打探/v,2,2,2,0,5.3701
474,风光/n,2,2,2,0,5.3701
475,架来/v,2,2,1,1,5.3701
476,集合号/n,2,2,1,1,5.3701
477,咬着牙/l,2,2,0,2,5.3701
478,朱四/nr,2,2,1,1,5.3701
479,哄堂大笑/i,2,2,0,2,5.3701
480,噼噼啪啪/o,2,2,1,1,5.3701
481,地乱/n,2,2,2,0,5.3701
482,刷拉/v,2,2,0,2,5.3701
483,许久许久/m,2,2,1,1,5.3701
484,哗啦一声/z,2,2,0,2,5.3701
485,宜/vg,2,2,1,1,5.3701
486,喈/x,2,2,0,2,5.3701
487,小豆/n,2,2,1,1,5.3701
488,游苔莎/nr,2,2,2,0,5.3701
489,喷涌/v,2,2,0,2,5.3701
490,嗡/zg,2,2,1,1,5.3701
491,伯涛/nr,2,2,1,1,5.3701
492,栅栏门/n,2,2,2,0,5.3701
493,仇报/n,2,2,2,0,5.3701
494,生机/n,2,2,1,1,5.3701
495,吃喝/v,2,2,0,2,5.3701
496,感冒/v,2,2,1,1,5.3701
497,半条/m,2,2,1,1,5.3701
498,受惊/v,2,2,1,1,5.3701
499,谭凌霄/nr,2,2,2,0,5.3701
500,撤/v,2,2,0,2,5.3701
501,坐不住/v,2,2,1,1,5.3701
502,小窗/n,2,2,1,1,5.3701
503,拉普捷夫/nrt,2,2,1,1,5.3701
504,守望/v,2,2,2,0,5.3701
505,冰谷/n,2,2,0,2,5.3701
506,塌下来/v,2,2,1,1,5.3701
507,塌倒/v,2,2,0,2,5.3701
508,食粮/n,2,2,1,1,5.3701
509,增添/v,2,2,0,2,5.3701
510,壅塞/v,2,2,0,2,5.3701
511,心田/n,2,2,0,2,5.3701
512,声称/n,2,2,0,2,5.3701
513,没作/v,2,2,2,0,5.3701
514,工匠/n,2,2,1,1,5.3701
515,数儿/n,2,2,2,0,5.3701
516,大声喊叫/i,2,2,0,2,5.3701
517,擤/v,2,2,0,2,5.3701
518,一曲/m,2,2,2,0,5.3701
519,大放悲声/i,2,2,0,2,5.3701
520,黎满庚/nr,2,2,2,0,5.3701
521,失约/v,2,2,0,2,5.3701
522,咪咪/o,2,2,1,1,5.3701
523,幽深/a,2,2,2,0,5.3701
524,迷梦/v,2,2,1,1,5.3701
525,眼前一亮/l,2,2,0,2,5.3701
526,门内/s,2,2,2,0,5.3701
527,丝绒/n,2,2,1,1,5.3701
528,如梦方醒/l,2,2,0,2,5.3701
529,承德/nr,2,2,1,1,5.3701
530,困境/n,2,2,2,0,5.3701
531,赵良嗣/nr,2,2,2,0,5.3701
532,卡尔顿/nrt,2,2,1,1,5.3701
533,库鲁/nr,2,2,2,0,5.3701
534,别克/nr,2,2,2,0,5.3701
535,莫蒙/ns,2,2,0,2,5.3701
536,心一横/i,2,2,0,2,5.3701
537,挪到/v,2,2,0,2,5.3701
538,脊背/n,2,2,1,1,5.3701
539,念出/v,2,2,1,1,5.3701
540,怕得要命/a,2,2,1,1,5.3701
541,禅/ng,2,2,1,1,5.3701
542,蔫/v,2,2,0,2,5.3701
543,环保/j,2,2,1,1,5.3701
544,饮泣/v,2,2,0,2,5.3701
545,幸甚/a,2,2,2,0,5.3701
546,海棠/n,2,2,1,1,5.3701
547,极限/a,2,2,1,1,5.3701
548,崩溃/v,2,2,1,1,5.3701
549,小平房/n,2,2,1,1,5.3701
550,瓜/n,2,2,2,0,5.3701
551,坝/n,2,2,1,1,5.3701
552,庄稼人/nrfg,2,2,2,0,5.3701
553,窍/n,2,2,0,2,5.3701
554,急转直下/i,2,2,1,1,5.3701
555,万达/nz,2,2,2,0,5.3701
556,绳儿/n,2,2,2,0,5.3701
557,拉直/nr,2,2,0,2,5.3701
558,拂面/n,2,2,2,0,5.3701
559,放射出来/l,2,2,2,0,5.3701
560,养病/n,2,2,1,1,5.3701
561,一停/d,2,2,2,0,5.3701
562,片晌/m,2,2,1,1,5.3701
563,心悸/v,2,2,0,2,5.3701
564,作痛/n,2,2,0,2,5.3701
565,心生/n,2,2,0,2,5.3701
566,一念/n,2,2,0,2,5.3701
567,一乱/a,2,2,0,2,5.3701
568,古诗/n,2,2,0,2,5.3701
569,撑起/v,2,2,0,2,5.3701
570,贵姓/n,2,2,1,1,5.3701
571,美智子/nr,2,2,2,0,5.3701
572,什物/r,2,2,2,0,5.3701
573,传染病/n,2,2,1,1,5.3701
574,惊起/v,2,2,0,2,5.3701
575,惊跃/v,2,2,0,2,5.3701
576,门幕/n,2,2,2,0,5.3701
577,灵敏/nr,2,2,2,0,5.3701
578,一个二十岁/m,2,2,0,2,5.3701
579,汗马/n,2,2,0,2,5.3701
580,酬庸/n,2,2,2,0,5.3701
581,搬出去/v,2,2,2,0,5.3701
582,前所未/i,2,2,0,2,5.3701
583,谈够/v,2,2,2,0,5.3701
584,定理/vn,2,2,0,2,5.3701
585,展翅/v,2,2,1,1,5.3701
586,扮/v,2,2,1,1,5.3701
587,很脏/a,2,2,0,2,5.3701
588,唐代/t,2,2,0,2,5.3701
589,珠宝/nz,2,2,2,0,5.3701
590,狄安娜/nr,2,2,2,0,5.3701
591,简易/a,2,2,0,2,5.3701
592,雅金卡/nr,2,2,1,1,5.3701
593,太郎/n,2,2,1,1,5.3701
594,雅夏/ns,2,2,2,0,5.3701
595,洗脸水/n,2,2,2,0,5.3701
596,小便/nr,2,2,0,2,5.3701
597,今天下午/nr,2,2,0,2,5.3701
598,装做/v,2,2,2,0,5.3701
599,校门口/n,2,2,2,0,5.3701
600,京都/ns,2,2,1,1,5.3701
601,病得/v,2,2,0,2,5.3701
602,例如/v,2,2,2,0,5.3701
603,引文/v,2,2,2,0,5.3701
604,系主任/n,2,2,1,1,5.3701
605,便装/v,2,2,0,2,5.3701
606,绳梯/n,2,2,0,2,5.3701
607,萱哥/n,2,2,1,1,5.3701
608,抛下/v,2,2,0,2,5.3701
609,脱衣服/i,2,2,2,0,5.3701
610,Ｂ/x,2,2,2,0,5.3701
611,浮舟/n,2,2,1,1,5.3701
612,陈侠/nr,2,2,2,0,5.3701
613,旧楼/n,2,2,2,0,5.3701
614,空空落落的/z,2,2,2,0,5.3701
615,万众瞩目/i,2,2,0,2,5.3701
616,喜怒哀乐/i,2,2,1,1,5.3701
617,愣愣/v,2,2,0,2,5.3701
618,慢下去/l,2,2,0,2,5.3701
619,慧心/nr,2,2,0,2,5.3701
620,门楣/n,2,2,1,1,5.3701
621,放停/v,2,2,0,2,5.3701
622,截住/v,2,2,0,2,5.3701
623,套辞/n,2,2,2,0,5.3701
624,扭过头来/l,2,2,0,2,5.3701
625,大祸/n,2,2,2,0,5.3701
626,指向/n,2,2,0,2,5.3701
627,领章/n,2,2,1,1,5.3701
628,擂/v,2,2,0,2,5.3701
629,手放/n,2,2,0,2,5.3701
630,卖票/n,2,2,2,0,5.3701
631,难以解决/l,2,2,2,0,5.3701
632,深意/v,2,2,0,2,5.3701
633,杏树/n,2,2,2,0,5.3701
634,八字/n,2,2,0,2,5.3701
635,抽抽噎噎/i,2,2,0,2,5.3701
636,溺水者/n,2,2,2,0,5.3701
637,湖上/s,2,2,1,1,5.3701
638,惹下/v,2,2,2,0,5.3701
639,总局局长/n,2,2,2,0,5.3701
640,掉落/v,2,2,0,2,5.3701
641,急电/n,2,2,0,2,5.3701
642,建交/v,2,2,2,0,5.3701
643,朱雪桥/nr,2,2,2,0,5.3701
644,朱雨桥/nr,2,2,0,2,5.3701
645,撩起/v,2,2,0,2,5.3701
646,改用/v,2,2,0,2,5.3701
647,放光/v,2,2,0,2,5.3701
648,凶相/n,2,2,0,2,5.3701
649,联机/n,2,2,1,1,5.3701
