rank,搭配词,共现频数,全局频率,左侧,右侧,MI值
7507,将士/n,1,2,1,0,4.3701
7508,厉白/a,1,2,1,0,4.3701
7509,拉歇尔/nr,1,2,1,0,4.3701
7510,重写/v,1,2,1,0,4.3701
7511,绿森森/nr,1,2,0,1,4.3701
7512,挡不住/v,1,2,1,0,4.3701
7513,发沉/v,1,2,0,1,4.3701
7514,午觉/n,1,2,1,0,4.3701
7515,上钩/v,1,2,1,0,4.3701
7516,公民/n,1,2,1,0,4.3701
7517,勾引/v,1,2,0,1,4.3701
7518,拍打着/l,1,2,1,0,4.3701
7519,翻阅/v,1,2,1,0,4.3701
7520,近郊/s,1,2,0,1,4.3701
7521,全新/d,1,2,0,1,4.3701
7522,右/n,1,2,1,0,4.3701
7523,圣诞/t,1,2,0,1,4.3701
7524,碉楼/n,1,2,0,1,4.3701
7525,十几米/m,1,2,1,0,4.3701
7526,风车/n,1,2,1,0,4.3701
7527,人数/n,1,2,0,1,4.3701
7528,高高/a,1,2,0,1,4.3701
7529,羊齿植物/n,1,2,0,1,4.3701
7530,渡口/n,1,2,1,0,4.3701
7531,事前/t,1,2,0,1,4.3701
7532,估/n,1,2,0,1,4.3701
7533,诡异/a,1,2,0,1,4.3701
7534,闲聊/v,1,2,1,0,4.3701
7535,举子/n,1,2,1,0,4.3701
7536,集结/v,1,2,0,1,4.3701
7537,三轮/m,1,2,1,0,4.3701
7538,主角/n,1,2,0,1,4.3701
7539,张文/nr,1,2,1,0,4.3701
7540,维多利亚/ns,1,2,1,0,4.3701
7541,正前方/f,1,2,0,1,4.3701
7542,眼晕/n,1,2,1,0,4.3701
7543,微明/a,1,2,1,0,4.3701
7544,尾灯/n,1,2,0,1,4.3701
7545,底里/f,1,2,0,1,4.3701
7546,全家人/n,1,2,1,0,4.3701
7547,广告牌/n,1,2,0,1,4.3701
7548,张牧之/nr,1,2,0,1,4.3701
7549,吻合/v,1,2,1,0,4.3701
7550,泛出/v,1,2,0,1,4.3701
7551,商船/n,1,2,0,1,4.3701
7552,水下/s,1,2,0,1,4.3701
7553,抢先/v,1,2,0,1,4.3701
7554,五六里/m,1,2,1,0,4.3701
7555,支/q,1,2,0,1,4.3701
7556,表示同意/n,1,2,1,0,4.3701
7557,咽气/n,1,2,0,1,4.3701
7558,败血症/n,1,2,0,1,4.3701
7559,领子/n,1,2,1,0,4.3701
7560,张开嘴巴/nr,1,2,1,0,4.3701
7561,绿意/n,1,2,0,1,4.3701
7562,架势/n,1,2,1,0,4.3701
7563,肚里/n,1,2,0,1,4.3701
7564,夸耀/v,1,2,0,1,4.3701
7565,一夕之间/i,1,2,1,0,4.3701
7566,面临/v,1,2,0,1,4.3701
7567,债务/n,1,2,0,1,4.3701
7568,棚屋/n,1,2,1,0,4.3701
7569,国立/b,1,2,1,0,4.3701
7570,一无所有/i,1,2,0,1,4.3701
7571,长者/n,1,2,1,0,4.3701
7572,观音/n,1,2,1,0,4.3701
7573,高呼/v,1,2,1,0,4.3701
7574,全局/n,1,2,1,0,4.3701
7575,玹/yg,1,2,1,0,4.3701
7576,这部/r,1,2,0,1,4.3701
7577,呼呼大睡/l,1,2,1,0,4.3701
7578,针线包/n,1,2,0,1,4.3701
7579,船里/s,1,2,0,1,4.3701
7580,樫/y,1,2,1,0,4.3701
7581,相干/v,1,2,1,0,4.3701
7582,顾先生/nr,1,2,0,1,4.3701
7583,解放出来/i,1,2,1,0,4.3701
7584,攀谈/v,1,2,1,0,4.3701
7585,杯中/s,1,2,0,1,4.3701
7586,李能/nr,1,2,1,0,4.3701
7587,大眼/m,1,2,1,0,4.3701
7588,利剑/nr,1,2,0,1,4.3701
7589,⒄/x,1,2,1,0,4.3701
7590,标致/n,1,2,1,0,4.3701
7591,家事/n,1,2,1,0,4.3701
7592,述说/v,1,2,1,0,4.3701
7593,富绅/n,1,2,1,0,4.3701
7594,几滴/m,1,2,1,0,4.3701
7595,打乱/v,1,2,1,0,4.3701
7596,攻守同盟/i,1,2,1,0,4.3701
7597,时局/n,1,2,0,1,4.3701
7598,所走/v,1,2,0,1,4.3701
7599,发窘/v,1,2,0,1,4.3701
7600,苏兹/ns,1,2,1,0,4.3701
7601,新天地/nz,1,2,0,1,4.3701
7602,抽到/v,1,2,1,0,4.3701
7603,怪事/n,1,2,0,1,4.3701
7604,泰斯/ns,1,2,1,0,4.3701
7605,的往/d,1,2,1,0,4.3701
7606,赶往/d,1,2,1,0,4.3701
7607,苏打水/nr,1,2,1,0,4.3701
7608,灯亮了/i,1,2,1,0,4.3701
7609,熊智君/nr,1,2,0,1,4.3701
7610,王秋/nr,1,2,0,1,4.3701
7611,快完了/l,1,2,1,0,4.3701
7612,掖/v,1,2,0,1,4.3701
7613,那团/r,1,2,0,1,4.3701
7614,风扇/n,1,2,1,0,4.3701
7615,了酒/v,1,2,1,0,4.3701
7616,宗泽/nr,1,2,1,0,4.3701
7617,齐全/nr,1,2,1,0,4.3701
7618,启发/v,1,2,0,1,4.3701
7619,王之仁/nr,1,2,1,0,4.3701
7620,十多天/m,1,2,1,0,4.3701
7621,我他/r,1,2,1,0,4.3701
7622,灌/n,1,2,1,0,4.3701
7623,梦幻/n,1,2,0,1,4.3701
7624,高高地/z,1,2,1,0,4.3701
7625,组长/v,1,2,1,0,4.3701
7626,碧蓝/z,1,2,1,0,4.3701
7627,很闷/a,1,2,1,0,4.3701
7628,变出/v,1,2,0,1,4.3701
7629,阵势/n,1,2,0,1,4.3701
7630,派兵/n,1,2,0,1,4.3701
7631,吞噬/v,1,2,0,1,4.3701
7632,千重/m,1,2,1,0,4.3701
7633,光灿夺目/i,1,2,0,1,4.3701
7634,许作梅/nr,1,2,1,0,4.3701
7635,飘流/v,1,2,1,0,4.3701
7636,微暗/a,1,2,0,1,4.3701
7637,凡是/d,1,2,0,1,4.3701
7638,残/n,1,2,0,1,4.3701
7639,忌/v,1,2,1,0,4.3701
7640,澄清/v,1,2,0,1,4.3701
7641,红喷喷/z,1,2,0,1,4.3701
7642,力主/n,1,2,1,0,4.3701
7643,聪明起来/l,1,2,0,1,4.3701
7644,克林顿/nr,1,2,1,0,4.3701
7645,策略/n,1,2,0,1,4.3701
7646,大人物/n,1,2,1,0,4.3701
7647,糊着/v,1,2,1,0,4.3701
7648,海丝特/nr,1,2,0,1,4.3701
7649,除掉/v,1,2,0,1,4.3701
7650,医务/n,1,2,1,0,4.3701
7651,无表情/n,1,2,0,1,4.3701
7652,不多/v,1,2,1,0,4.3701
7653,福海/ns,1,2,1,0,4.3701
7654,干瘪/a,1,2,1,0,4.3701
7655,音乐家/n,1,2,0,1,4.3701
7656,小文/nr,1,2,1,0,4.3701
7657,发自内心/l,1,2,1,0,4.3701
7658,俭省/v,1,2,1,0,4.3701
7659,活人/n,1,2,0,1,4.3701
7660,汹涌澎湃/i,1,2,0,1,4.3701
7661,铁块/n,1,2,0,1,4.3701
7662,今儿个/t,1,2,1,0,4.3701
7663,毛毛/nr,1,2,1,0,4.3701
7664,恋恋/v,1,2,0,1,4.3701
7665,四根/m,1,2,1,0,4.3701
7666,上场/n,1,2,1,0,4.3701
7667,朗朗/nrt,1,2,1,0,4.3701
7668,白头发/i,1,2,1,0,4.3701
7669,卷曲/n,1,2,0,1,4.3701
7670,上移/v,1,2,1,0,4.3701
7671,蝙蝠/n,1,2,0,1,4.3701
7672,交锋/n,1,2,1,0,4.3701
7673,一夜间/t,1,2,1,0,4.3701
7674,四方八面/m,1,2,1,0,4.3701
7675,公公/n,1,2,1,0,4.3701
7676,何在/d,1,2,0,1,4.3701
7677,蹿到/v,1,2,1,0,4.3701
7678,前台/n,1,2,1,0,4.3701
7679,流水声/n,1,2,0,1,4.3701
7680,微动/vn,1,2,1,0,4.3701
7681,柳/ng,1,2,1,0,4.3701
7682,龙船/n,1,2,0,1,4.3701
7683,气魄/n,1,2,1,0,4.3701
7684,诨名/n,1,2,0,1,4.3701
7685,自在/d,1,2,1,0,4.3701
7686,莎比娜/nr,1,2,0,1,4.3701
7687,克利马/ns,1,2,1,0,4.3701
7688,霎时间/t,1,2,0,1,4.3701
7689,金琴/nr,1,2,0,1,4.3701
7690,普/nr,1,2,1,0,4.3701
7691,白礼文/nr,1,2,1,0,4.3701
7692,挤拥/v,1,2,1,0,4.3701
7693,开过/v,1,2,1,0,4.3701
7694,钱明经/nr,1,2,0,1,4.3701
7695,基丁/n,1,2,1,0,4.3701
7696,王村/nr,1,2,0,1,4.3701
7697,查看/v,1,2,1,0,4.3701
7698,窦/zg,1,2,1,0,4.3701
7699,爱看/v,1,2,1,0,4.3701
7700,不留/v,1,2,1,0,4.3701
7701,合并/v,1,2,0,1,4.3701
7702,鬓角/n,1,2,1,0,4.3701
7703,困顿/v,1,2,1,0,4.3701
7704,四目/n,1,2,1,0,4.3701
7705,密切关系/l,1,2,1,0,4.3701
7706,伪军/n,1,2,0,1,4.3701
7707,回话/v,1,2,1,0,4.3701
7708,吐放/v,1,2,0,1,4.3701
7709,韦玉/nr,1,2,1,0,4.3701
7710,宣告/n,1,2,0,1,4.3701
7711,右一/b,1,2,0,1,4.3701
7712,俞君/nr,1,2,1,0,4.3701
7713,富家/n,1,2,1,0,4.3701
7714,爱慕/nr,1,2,0,1,4.3701
7715,绷着脸/v,1,2,1,0,4.3701
7716,三婶/n,1,2,0,1,4.3701
7717,尔舍/nrt,1,2,1,0,4.3701
7718,敲出/v,1,2,1,0,4.3701
7719,含满/v,1,2,0,1,4.3701
7720,隐私/b,1,2,1,0,4.3701
7721,锯木厂/n,1,2,1,0,4.3701
7722,搭理/v,1,2,1,0,4.3701
7723,借据/p,1,2,1,0,4.3701
7724,合眼/a,1,2,1,0,4.3701
7725,难民/n,1,2,1,0,4.3701
7726,火塘/n,1,2,1,0,4.3701
7727,昏昏欲睡/l,1,2,1,0,4.3701
7728,隆/nr,1,2,0,1,4.3701
7729,驶到/v,1,2,1,0,4.3701
7730,炎热/a,1,2,1,0,4.3701
7731,宿营地/n,1,2,1,0,4.3701
7732,饭厅/n,1,2,1,0,4.3701
7733,大餐/n,1,2,1,0,4.3701
7734,李芳/nr,1,2,1,0,4.3701
7735,暗笑/v,1,2,1,0,4.3701
7736,浑厚/a,1,2,0,1,4.3701
7737,敏锐/a,1,2,1,0,4.3701
7738,十八日/m,1,2,1,0,4.3701
7739,铁锤/n,1,2,0,1,4.3701
7740,怯懦/a,1,2,1,0,4.3701
7741,专心致志/i,1,2,1,0,4.3701
7742,防空演习/n,1,2,0,1,4.3701
7743,嚓嚓/o,1,2,0,1,4.3701
7744,向北走/nr,1,2,1,0,4.3701
7745,集中精力/n,1,2,1,0,4.3701
7746,华盛顿/ns,1,2,0,1,4.3701
7747,提示/v,1,2,0,1,4.3701
7748,发黄/v,1,2,0,1,4.3701
7749,狂吠/n,1,2,1,0,4.3701
7750,狂乱/a,1,2,0,1,4.3701
7751,挫折/n,1,2,1,0,4.3701
7752,坏消息/n,1,2,0,1,4.3701
7753,大米/m,1,2,1,0,4.3701
7754,鼓乐/n,1,2,0,1,4.3701
7755,天平/n,1,2,0,1,4.3701
7756,雷鸣/nr,1,2,0,1,4.3701
7757,胡椒/nr,1,2,1,0,4.3701
7758,趣事/n,1,2,1,0,4.3701
7759,临终时/i,1,2,0,1,4.3701
7760,播音员/n,1,2,0,1,4.3701
7761,江堤/ns,1,2,1,0,4.3701
7762,搭话/v,1,2,0,1,4.3701
7763,病院/n,1,2,0,1,4.3701
7764,塔诺/nrt,1,2,1,0,4.3701
7765,柱廊/n,1,2,1,0,4.3701
7766,某国/r,1,2,0,1,4.3701
7767,洗手/v,1,2,1,0,4.3701
7768,长鸣/nrt,1,2,0,1,4.3701
7769,摩托车/nz,1,2,0,1,4.3701
7770,馅饼/n,1,2,1,0,4.3701
7771,应接不暇/i,1,2,1,0,4.3701
7772,赞扬/v,1,2,0,1,4.3701
7773,浏览/v,1,2,1,0,4.3701
7774,喧/v,1,2,0,1,4.3701
7775,阿骨/nr,1,2,0,1,4.3701
7776,煤/n,1,2,1,0,4.3701
7777,胡思/nr,1,2,1,0,4.3701
7778,官职/n,1,2,1,0,4.3701
7779,地一/n,1,2,0,1,4.3701
7780,大半个/m,1,2,0,1,4.3701
7781,琵琶/n,1,2,1,0,4.3701
7782,熊熊/nr,1,2,0,1,4.3701
7783,爱情诗/nr,1,2,1,0,4.3701
7784,束手无策/i,1,2,1,0,4.3701
7785,那田/nr,1,2,1,0,4.3701
7786,戏台/n,1,2,1,0,4.3701
7787,马鞭子/n,1,2,0,1,4.3701
7788,手法/n,1,2,1,0,4.3701
7789,二话没说/l,1,2,0,1,4.3701
7790,哪样/r,1,2,1,0,4.3701
7791,李宝/nr,1,2,1,0,4.3701
7792,放羊/v,1,2,0,1,4.3701
7793,歇脚/v,1,2,1,0,4.3701
7794,炮响/n,1,2,0,1,4.3701
7795,追想/v,1,2,1,0,4.3701
7796,率/v,1,2,0,1,4.3701
7797,了看/v,1,2,1,0,4.3701
7798,举步/v,1,2,1,0,4.3701
7799,闷声/n,1,2,0,1,4.3701
7800,前院/n,1,2,0,1,4.3701
7801,芸说/n,1,2,1,0,4.3701
7802,卞赛赛/nr,1,2,0,1,4.3701
7803,欧唐奈/nr,1,2,1,0,4.3701
7804,果实/d,1,2,1,0,4.3701
7805,樱桃/n,1,2,1,0,4.3701
7806,斜街/n,1,2,1,0,4.3701
7807,咯/v,1,2,0,1,4.3701
7808,吵闹声/v,1,2,0,1,4.3701
7809,英士/ns,1,2,0,1,4.3701
7810,药房/n,1,2,1,0,4.3701
7811,鞋底/n,1,2,0,1,4.3701
7812,孙嘉绩/nr,1,2,0,1,4.3701
7813,咿呀/o,1,2,0,1,4.3701
7814,撞钟/n,1,2,0,1,4.3701
7815,敲锣/v,1,2,0,1,4.3701
7816,斯特/nrt,1,2,0,1,4.3701
7817,洗刷/v,1,2,1,0,4.3701
7818,鸽/n,1,2,1,0,4.3701
7819,四季/m,1,2,1,0,4.3701
7820,门厅/n,1,2,0,1,4.3701
7821,正念/n,1,2,1,0,4.3701
7822,侧翼/n,1,2,1,0,4.3701
7823,有声/d,1,2,0,1,4.3701
7824,沙丘/nr,1,2,1,0,4.3701
7825,艰巨/a,1,2,1,0,4.3701
7826,西班牙语/nz,1,2,0,1,4.3701
7827,卡密尔/nr,1,2,1,0,4.3701
7828,喝问/v,1,2,0,1,4.3701
7829,靠岸/n,1,2,1,0,4.3701
7830,胡记/n,1,2,1,0,4.3701
7831,诗篇/n,1,2,1,0,4.3701
7832,拉尔/nrt,1,2,1,0,4.3701
7833,陈名夏/nr,1,2,0,1,4.3701
7834,马嘶/n,1,2,0,1,4.3701
7835,鸟叫声/n,1,2,0,1,4.3701
7836,土坡/ns,1,2,1,0,4.3701
7837,明爱芬/nr,1,2,0,1,4.3701
7838,Ｍ/x,1,2,0,1,4.3701
7839,调到/v,1,2,0,1,4.3701
7840,小常/d,1,2,0,1,4.3701
7841,租界/n,1,2,0,1,4.3701
7842,清军/n,1,2,0,1,4.3701
7843,打麻将/n,1,2,1,0,4.3701
7844,组成/v,1,2,0,1,4.3701
7845,分身/v,1,2,1,0,4.3701
7846,舒畅/a,1,2,1,0,4.3701
7847,马鞭/nr,1,2,0,1,4.3701
7848,祖贵/nr,1,2,0,1,4.3701
7849,老虎头/nr,1,2,1,0,4.3701
7850,架/m,1,2,0,1,4.3701
7851,望出去/i,1,2,0,1,4.3701
7852,吹到/v,1,2,0,1,4.3701
7853,吹动/v,1,2,0,1,4.3701
7854,怕不怕/a,1,2,1,0,4.3701
7855,几阵/m,1,2,0,1,4.3701
7856,拄着/v,1,2,0,1,4.3701
7857,告终/v,1,2,0,1,4.3701
7858,劈啪/o,1,2,1,0,4.3701
7859,灯头/n,1,2,1,0,4.3701
7860,呦/e,1,2,0,1,4.3701
7861,树站/n,1,2,1,0,4.3701
7862,前几日/i,1,2,1,0,4.3701
7863,妥协/v,1,2,0,1,4.3701
7864,韦/nr,1,2,1,0,4.3701
7865,吉兆/nr,1,2,1,0,4.3701
7866,咧开/v,1,2,0,1,4.3701
7867,解围/v,1,2,1,0,4.3701
7868,那厮/n,1,2,1,0,4.3701
7869,飓暴/n,1,2,1,0,4.3701
7870,土堆/n,1,2,1,0,4.3701
7871,长脚/ns,1,2,1,0,4.3701
7872,张员外/nr,1,2,1,0,4.3701
7873,一两次/m,1,2,1,0,4.3701
7874,转着/v,1,2,1,0,4.3701
7875,别怕/c,1,2,0,1,4.3701
7876,刷牙/v,1,2,1,0,4.3701
7877,降落/v,1,2,1,0,4.3701
7878,烤箱/n,1,2,1,0,4.3701
7879,手提袋/n,1,2,1,0,4.3701
7880,用不上/l,1,2,1,0,4.3701
7881,惊天动地/i,1,2,0,1,4.3701
7882,拉动/v,1,2,1,0,4.3701
7883,威势/n,1,2,1,0,4.3701
7884,三道/m,1,2,0,1,4.3701
7885,吐出来/v,1,2,1,0,4.3701
7886,申奶奶/nr,1,2,1,0,4.3701
7887,烟灰/n,1,2,1,0,4.3701
7888,断送/v,1,2,0,1,4.3701
7889,西索依/nr,1,2,1,0,4.3701
7890,傻瓜/n,1,2,1,0,4.3701
7891,吹断/v,1,2,0,1,4.3701
7892,回响/vn,1,2,1,0,4.3701
7893,石硼/nr,1,2,1,0,4.3701
7894,丁儿/nr,1,2,1,0,4.3701
7895,雅/ag,1,2,1,0,4.3701
7896,上气/v,1,2,0,1,4.3701
7897,麻/nr,1,2,0,1,4.3701
7898,烧酒/v,1,2,1,0,4.3701
7899,焚烧/v,1,2,0,1,4.3701
7900,嘁嘁喳喳/o,1,2,0,1,4.3701
7901,点烟/v,1,2,1,0,4.3701
7902,嘴馋/a,1,2,0,1,4.3701
7903,鸡肉/n,1,2,0,1,4.3701
7904,哂笑/v,1,2,0,1,4.3701
7905,生死关头/l,1,2,1,0,4.3701
7906,戛/ns,1,2,1,0,4.3701
7907,程庆喜/nr,1,2,1,0,4.3701
7908,小天地/n,1,2,0,1,4.3701
7909,志村/n,1,2,1,0,4.3701
7910,回廊/n,1,2,0,1,4.3701
7911,十三年/m,1,2,0,1,4.3701
7912,拨拉/v,1,2,1,0,4.3701
7913,听课/v,1,2,1,0,4.3701
7914,谭丽/nr,1,2,1,0,4.3701
7915,淑华道/n,1,2,0,1,4.3701
7916,顾麟生/nr,1,2,0,1,4.3701
7917,佐伯/ns,1,2,1,0,4.3701
7918,吓昏/v,1,2,1,0,4.3701
7919,宵/tg,1,2,0,1,4.3701
7920,玄妙/nr,1,2,1,0,4.3701
7921,通/p,1,2,1,0,4.3701
7922,一九四/m,1,2,0,1,4.3701
7923,飘游/v,1,2,1,0,4.3701
7924,庄家/n,1,2,1,0,4.3701
7925,吹起/v,1,2,0,1,4.3701
7926,书后/n,1,2,0,1,4.3701
7927,陷阱/n,1,2,1,0,4.3701
7928,左面/f,1,2,0,1,4.3701
7929,听觉/v,1,2,1,0,4.3701
7930,浮出/v,1,2,0,1,4.3701
7931,昏头昏脑/l,1,2,1,0,4.3701
7932,太慢/a,1,2,1,0,4.3701
7933,阿爹/nr,1,2,1,0,4.3701
7934,恶意/v,1,2,1,0,4.3701
7935,垫子/n,1,2,0,1,4.3701
7936,方老爷/nr,1,2,1,0,4.3701
7937,大庭广众/i,1,2,0,1,4.3701
7938,中古/ns,1,2,1,0,4.3701
7939,青绿/nr,1,2,1,0,4.3701
7940,山丘/ns,1,2,1,0,4.3701
7941,山峰/ns,1,2,0,1,4.3701
7942,招牌/v,1,2,1,0,4.3701
7943,争论/v,1,2,1,0,4.3701
7944,脑膜/n,1,2,0,1,4.3701
7945,泛泛/d,1,2,1,0,4.3701
7946,漩涡/n,1,2,0,1,4.3701
7947,深夜里/t,1,2,0,1,4.3701
7948,湖里/s,1,2,0,1,4.3701
7949,叫嚣/v,1,2,0,1,4.3701
7950,客座/n,1,2,0,1,4.3701
7951,倒水/v,1,2,1,0,4.3701
7952,砾石/n,1,2,0,1,4.3701
7953,失常/a,1,2,1,0,4.3701
7954,早起/v,1,2,1,0,4.3701
7955,签押/v,1,2,0,1,4.3701
7956,姓李/n,1,2,1,0,4.3701
7957,栩栩如生/i,1,2,0,1,4.3701
7958,苍穹/n,1,2,0,1,4.3701
7959,衣角/n,1,2,0,1,4.3701
7960,轩/nr,1,2,0,1,4.3701
7961,铜像/n,1,2,1,0,4.3701
7962,约瑟夫/nrt,1,2,1,0,4.3701
7963,今人/n,1,2,0,1,4.3701
7964,寿儿/nr,1,2,1,0,4.3701
7965,光滑/a,1,2,1,0,4.3701
7966,鸡毛/n,1,2,1,0,4.3701
7967,南风/nr,1,2,1,0,4.3701
7968,不怎么样/l,1,2,1,0,4.3701
7969,梗着/v,1,2,0,1,4.3701
7970,有劲/a,1,2,1,0,4.3701
7971,狗子/n,1,2,0,1,4.3701
7972,油腻腻/z,1,2,0,1,4.3701
7973,一男一女/l,1,2,0,1,4.3701
7974,重行/v,1,2,1,0,4.3701
7975,意图/n,1,2,1,0,4.3701
7976,目光炯炯/i,1,2,0,1,4.3701
7977,美军/j,1,2,0,1,4.3701
7978,很美/a,1,2,1,0,4.3701
7979,哈/j,1,2,1,0,4.3701
7980,服药/n,1,2,0,1,4.3701
7981,垂下/v,1,2,0,1,4.3701
7982,深远/a,1,2,0,1,4.3701
7983,岗位/n,1,2,0,1,4.3701
7984,森森/nr,1,2,0,1,4.3701
7985,胆/n,1,2,0,1,4.3701
7986,壮起/v,1,2,0,1,4.3701
7987,声色俱厉/i,1,2,0,1,4.3701
7988,圣/n,1,2,1,0,4.3701
7989,外界/n,1,2,0,1,4.3701
7990,磨刀/n,1,2,0,1,4.3701
7991,史/nr,1,2,0,1,4.3701
7992,停当/v,1,2,1,0,4.3701
7993,一九七二年/m,1,2,1,0,4.3701
7994,铁石心肠/n,1,2,1,0,4.3701
7995,不通/a,1,2,1,0,4.3701
7996,满嘴/ns,1,2,0,1,4.3701
7997,划桨/v,1,2,1,0,4.3701
7998,耳语/n,1,2,1,0,4.3701
7999,当众/n,1,2,1,0,4.3701
8000,安福/nr,1,2,1,0,4.3701
8001,修整/vn,1,2,0,1,4.3701
8002,厚重/a,1,2,1,0,4.3701
8003,恸/g,1,2,0,1,4.3701
8004,推敲/v,1,2,1,0,4.3701
8005,大惑不解/i,1,2,0,1,4.3701
8006,翁方纲/nr,1,2,1,0,4.3701
8007,约德/nrt,1,2,1,0,4.3701
8008,包含/v,1,2,0,1,4.3701
8009,睦邻/n,1,2,0,1,4.3701
8010,浮动/vn,1,2,1,0,4.3701
8011,大雨倾盆/n,1,2,0,1,4.3701
8012,罗列/ns,1,2,0,1,4.3701
8013,满桌/n,1,2,0,1,4.3701
8014,负载/v,1,2,1,0,4.3701
8015,价/n,1,2,0,1,4.3701
8016,天崩地裂/i,1,2,0,1,4.3701
8017,太小/n,1,2,0,1,4.3701
8018,太湖石/nr,1,2,0,1,4.3701
8019,颈/ng,1,2,1,0,4.3701
8020,布丽/nr,1,2,1,0,4.3701
8021,毛伙/n,1,2,1,0,4.3701
8022,江水/ns,1,2,0,1,4.3701
8023,立足之地/i,1,2,1,0,4.3701
8024,膝/n,1,2,0,1,4.3701
8025,周/t,1,2,0,1,4.3701
8026,锁链/n,1,2,1,0,4.3701
8027,品行/n,1,2,1,0,4.3701
8028,坚挺/a,1,2,1,0,4.3701
8029,没弄/v,1,2,1,0,4.3701
8030,鄙视/v,1,2,0,1,4.3701
8031,淡白/z,1,2,1,0,4.3701
8032,认输/vn,1,2,1,0,4.3701
8033,满眼/d,1,2,1,0,4.3701
8034,慵/g,1,2,1,0,4.3701
8035,猛省/ns,1,2,0,1,4.3701
8036,一整套/m,1,2,0,1,4.3701
8037,自笑/v,1,2,0,1,4.3701
8038,暴风雪/nr,1,2,1,0,4.3701
8039,荒山野岭/ns,1,2,1,0,4.3701
8040,正经事/n,1,2,1,0,4.3701
8041,解悟/v,1,2,0,1,4.3701
8042,爱恋/nr,1,2,1,0,4.3701
8043,宝坠/nz,1,2,1,0,4.3701
8044,好心/n,1,2,0,1,4.3701
8045,朝夕/n,1,2,1,0,4.3701
8046,嫌恶/n,1,2,0,1,4.3701
8047,白铜/nr,1,2,0,1,4.3701
8048,沉下去/v,1,2,1,0,4.3701
8049,炉前/s,1,2,0,1,4.3701
8050,铁砧/n,1,2,0,1,4.3701
8051,长庆/ns,1,2,1,0,4.3701
8052,加紧脚步/l,1,2,0,1,4.3701
8053,战死/n,1,2,1,0,4.3701
8054,步态/n,1,2,1,0,4.3701
8055,病死/v,1,2,0,1,4.3701
8056,症/ng,1,2,0,1,4.3701
8057,满屋子/nr,1,2,1,0,4.3701
8058,察觉到/l,1,2,0,1,4.3701
8059,恋恋不舍/i,1,2,0,1,4.3701
8060,打败仗/l,1,2,1,0,4.3701
8061,丽达/nr,1,2,0,1,4.3701
8062,挥拳/v,1,2,0,1,4.3701
8063,玛利亚/ns,1,2,1,0,4.3701
8064,誓言/n,1,2,1,0,4.3701
8065,高明/nr,1,2,1,0,4.3701
8066,办/n,1,2,0,1,4.3701
8067,一个头/m,1,2,1,0,4.3701
8068,布鲁姆/nr,1,2,1,0,4.3701
8069,勇治/n,1,2,1,0,4.3701
8070,会后/t,1,2,1,0,4.3701
8071,难以想象/l,1,2,0,1,4.3701
8072,抿嘴/n,1,2,0,1,4.3701
8073,尖刺/v,1,2,0,1,4.3701
8074,胡说八道/i,1,2,0,1,4.3701
8075,法西斯/ns,1,2,0,1,4.3701
8076,珂/zg,1,2,0,1,4.3701
8077,季尚铭/nr,1,2,1,0,4.3701
8078,油腔滑调/n,1,2,0,1,4.3701
8079,奥立弗/nr,1,2,1,0,4.3701
8080,看一遍/v,1,2,1,0,4.3701
8081,时刻表/n,1,2,1,0,4.3701
8082,小妹妹/nr,1,2,0,1,4.3701
8083,狡黠/a,1,2,0,1,4.3701
8084,而立/v,1,2,1,0,4.3701
8085,嫣然一笑/i,1,2,0,1,4.3701
8086,瘪三/n,1,2,1,0,4.3701
8087,对骂/v,1,2,0,1,4.3701
8088,注钱/v,1,2,0,1,4.3701
8089,爱达荷/nr,1,2,1,0,4.3701
8090,木棒/n,1,2,0,1,4.3701
8091,吠叫/n,1,2,1,0,4.3701
8092,前爪/n,1,2,0,1,4.3701
8093,夜深人静/i,1,2,1,0,4.3701
8094,张家寨/nr,1,2,1,0,4.3701
8095,鹭鸶/n,1,2,1,0,4.3701
8096,面黄肌瘦/i,1,2,1,0,4.3701
8097,包着/v,1,2,0,1,4.3701
8098,链条/n,1,2,0,1,4.3701
8099,支棱/nr,1,2,0,1,4.3701
8100,夺/v,1,2,0,1,4.3701
8101,干完/v,1,2,0,1,4.3701
8102,关闭/v,1,2,0,1,4.3701
8103,豆荚/n,1,2,0,1,4.3701
8104,上流/b,1,2,1,0,4.3701
8105,打响/vn,1,2,1,0,4.3701
8106,赫勒/nr,1,2,1,0,4.3701
8107,新教练/n,1,2,1,0,4.3701
8108,糖/zg,1,2,0,1,4.3701
8109,溶化/v,1,2,0,1,4.3701
8110,僵住/v,1,2,0,1,4.3701
8111,本部/r,1,2,1,0,4.3701
8112,讶异/v,1,2,0,1,4.3701
8113,讲学/n,1,2,1,0,4.3701
8114,如雷/v,1,2,1,0,4.3701
8115,开去/v,1,2,1,0,4.3701
8116,筹备/v,1,2,0,1,4.3701
8117,小铺/n,1,2,0,1,4.3701
8118,风平浪静/i,1,2,1,0,4.3701
8119,逍遥自在/i,1,2,1,0,4.3701
8120,瓜子/n,1,2,1,0,4.3701
8121,史峤/nr,1,2,1,0,4.3701
8122,某日/r,1,2,1,0,4.3701
8123,翻出来/l,1,2,1,0,4.3701
8124,马桶/n,1,2,1,0,4.3701
8125,第三道/m,1,2,0,1,4.3701
8126,三分之二/m,1,2,0,1,4.3701
8127,帐幕/n,1,2,0,1,4.3701
